species1,latin_name,pageid,level_1,level_2,common_name,latin_name1,part,preparation,reference,nutrient,concentration,AgeMatMin,feeding_level,feeding_mode,bulk_trophic_level,EnvTemp,BodyShapeI,DemersPelag,DepthRangeDeep,Length,log_concentration,log_length,realm
Anarhichadidae,Anarhichadidae,6443,Fish,Saltwater Fish,Wolf-eel and Relatives,Anarhichadidae,muscle,raw,23,fat_g,2.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8754687373538999,NA,NA
Anarhichadidae,Anarhichadidae,6443,Fish,Saltwater Fish,Wolf-eel and Relatives,Anarhichadidae,muscle,raw,27,fat_g,2.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0296194171811581,NA,NA
Anarhichadidae,Anarhichadidae,6443,Fish,Saltwater Fish,Wolf-eel and Relatives,Anarhichadidae,muscle,raw,72,fat_g,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0986122886681098,NA,NA
Anarhichadidae,Anarhichadidae,6443,Fish,Saltwater Fish,Wolf-eel and Relatives,Anarhichadidae,muscle,raw,55,fapun3,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.6094379124341003,NA,NA
Anarhichadidae,Anarhichadidae,6443,Fish,Saltwater Fish,Wolf-eel and Relatives,Anarhichadidae,muscle,raw,63,fapun_all_g,1.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0769610411361284,NA,NA
Anarhichadidae,Anarhichadidae,6443,Fish,Saltwater Fish,Wolf-eel and Relatives,Anarhichadidae,muscle,raw,55,fapun_all_g,0.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.120263536200091,NA,NA
Anarhichadidae,Anarhichadidae,6443,Fish,Saltwater Fish,Wolf-eel and Relatives,Anarhichadidae,muscle,raw,23,fapun_all_g,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.2231435513142097,NA,NA
Anarhichadidae,Anarhichadidae,6443,Fish,Saltwater Fish,Wolf-eel and Relatives,Anarhichadidae,muscle,raw,63,mn_mg,0.019,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.9633162998156966,NA,NA
Anarhichadidae,Anarhichadidae,6443,Fish,Saltwater Fish,Wolf-eel and Relatives,Anarhichadidae,muscle,raw,63,mg_mg,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.6375861597263857,NA,NA
Anguilla rostrata,Anguilla rostrata,6450,Fish,Searun Fish,American Eel,Anguilla rostrata,muscle,raw,79,ca_mg,56,3.3333333333333335,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.62,subtropical,eel-like,demersal,464,152,4.02535169073515,5.0238805208462765,freshbrackmarine
Anguilla rostrata,Anguilla rostrata,6450,Fish,Searun Fish,American Eel,Anguilla rostrata,muscle,raw,21,ca_mg,18,3.3333333333333335,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.62,subtropical,eel-like,demersal,464,152,2.8903717578961645,5.0238805208462765,freshbrackmarine
Anguilla rostrata,Anguilla rostrata,6450,Fish,Searun Fish,American Eel,Anguilla rostrata,muscle,raw,15,ca_mg,20,3.3333333333333335,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.62,subtropical,eel-like,demersal,464,152,2.995732273553991,5.0238805208462765,freshbrackmarine
Anguilla rostrata,Anguilla rostrata,6450,Fish,Searun Fish,American Eel,Anguilla rostrata,muscle,raw,82,ca_mg,35,3.3333333333333335,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.62,subtropical,eel-like,demersal,464,152,3.5553480614894135,5.0238805208462765,freshbrackmarine
Anguilla rostrata,Anguilla rostrata,6450,Fish,Searun Fish,American Eel,Anguilla rostrata,muscle,raw,27,ca_mg,56,3.3333333333333335,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.62,subtropical,eel-like,demersal,464,152,4.02535169073515,5.0238805208462765,freshbrackmarine
Anguilla rostrata,Anguilla rostrata,6450,Fish,Searun Fish,American Eel,Anguilla rostrata,not specified,raw,87,ca_mg,20,3.3333333333333335,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.62,subtropical,eel-like,demersal,464,152,2.995732273553991,5.0238805208462765,freshbrackmarine
Anguilla rostrata,Anguilla rostrata,6450,Fish,Searun Fish,American Eel,Anguilla rostrata,not specified,raw,88,ca_mg,20,3.3333333333333335,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.62,subtropical,eel-like,demersal,464,152,2.995732273553991,5.0238805208462765,freshbrackmarine
Anguilla rostrata,Anguilla rostrata,6450,Fish,Searun Fish,American Eel,Anguilla rostrata,muscle,raw,79,zn_mg,1,3.3333333333333335,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.62,subtropical,eel-like,demersal,464,152,0,5.0238805208462765,freshbrackmarine
Anguilla rostrata,Anguilla rostrata,6450,Fish,Searun Fish,American Eel,Anguilla rostrata,muscle,raw,15,zn_mg,1.63,3.3333333333333335,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.62,subtropical,eel-like,demersal,464,152,0.4885800148186709,5.0238805208462765,freshbrackmarine
Anguilla rostrata,Anguilla rostrata,6450,Fish,Searun Fish,American Eel,Anguilla rostrata,muscle,raw,82,zn_mg,2,3.3333333333333335,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.62,subtropical,eel-like,demersal,464,152,0.6931471805599453,5.0238805208462765,freshbrackmarine
Anguilla rostrata,Anguilla rostrata,6450,Fish,Searun Fish,American Eel,Anguilla rostrata,muscle,raw,27,zn_mg,0.615,3.3333333333333335,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.62,subtropical,eel-like,demersal,464,152,-0.4861330111756192,5.0238805208462765,freshbrackmarine
Anguilla rostrata,Anguilla rostrata,6450,Fish,Searun Fish,American Eel,Anguilla rostrata,not specified,raw,88,zn_mg,1.62,3.3333333333333335,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.62,subtropical,eel-like,demersal,464,152,0.4824261492442928,5.0238805208462765,freshbrackmarine
Anguilla rostrata,Anguilla rostrata,6450,Fish,Searun Fish,American Eel,Anguilla rostrata,muscle,raw,79,fe_mg,2.7,3.3333333333333335,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.62,subtropical,eel-like,demersal,464,152,0.9932517730102834,5.0238805208462765,freshbrackmarine
Anguilla rostrata,Anguilla rostrata,6450,Fish,Searun Fish,American Eel,Anguilla rostrata,muscle,raw,21,fe_mg,0.7,3.3333333333333335,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.62,subtropical,eel-like,demersal,464,152,-0.35667494393873245,5.0238805208462765,freshbrackmarine
Anguilla rostrata,Anguilla rostrata,6450,Fish,Searun Fish,American Eel,Anguilla rostrata,muscle,raw,15,fe_mg,0.51,3.3333333333333335,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.62,subtropical,eel-like,demersal,464,152,-0.6733445532637656,5.0238805208462765,freshbrackmarine
Anguilla rostrata,Anguilla rostrata,6450,Fish,Searun Fish,American Eel,Anguilla rostrata,muscle,raw,82,fe_mg,0.35,3.3333333333333335,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.62,subtropical,eel-like,demersal,464,152,-1.0498221244986778,5.0238805208462765,freshbrackmarine
Anguilla rostrata,Anguilla rostrata,6450,Fish,Searun Fish,American Eel,Anguilla rostrata,not specified,raw,87,fe_mg,0.6,3.3333333333333335,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.62,subtropical,eel-like,demersal,464,152,-0.5108256237659907,5.0238805208462765,freshbrackmarine
Anguilla rostrata,Anguilla rostrata,6450,Fish,Searun Fish,American Eel,Anguilla rostrata,not specified,raw,88,fe_mg,0.5,3.3333333333333335,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.62,subtropical,eel-like,demersal,464,152,-0.6931471805599453,5.0238805208462765,freshbrackmarine
Anguilla rostrata,Anguilla rostrata,6450,Fish,Searun Fish,American Eel,Anguilla rostrata,muscle,raw,79,protein_g,18.8,3.3333333333333335,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.62,subtropical,eel-like,demersal,464,152,2.9338568698359038,5.0238805208462765,freshbrackmarine
Anguilla rostrata,Anguilla rostrata,6450,Fish,Searun Fish,American Eel,Anguilla rostrata,muscle,raw,21,protein_g,15,3.3333333333333335,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.62,subtropical,eel-like,demersal,464,152,2.70805020110221,5.0238805208462765,freshbrackmarine
Anguilla rostrata,Anguilla rostrata,6450,Fish,Searun Fish,American Eel,Anguilla rostrata,muscle,raw,15,protein_g,18.5,3.3333333333333335,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.62,subtropical,eel-like,demersal,464,152,2.917770732084279,5.0238805208462765,freshbrackmarine
Anguilla rostrata,Anguilla rostrata,6450,Fish,Searun Fish,American Eel,Anguilla rostrata,muscle,raw,82,protein_g,19.1,3.3333333333333335,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.62,subtropical,eel-like,demersal,464,152,2.9496883350525844,5.0238805208462765,freshbrackmarine
Anguilla rostrata,Anguilla rostrata,6450,Fish,Searun Fish,American Eel,Anguilla rostrata,muscle,raw,27,protein_g,18.2,3.3333333333333335,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.62,subtropical,eel-like,demersal,464,152,2.9014215940827497,5.0238805208462765,freshbrackmarine
Anguilla rostrata,Anguilla rostrata,6450,Fish,Searun Fish,American Eel,Anguilla rostrata,not specified,raw,87,protein_g,19,3.3333333333333335,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.62,subtropical,eel-like,demersal,464,152,2.9444389791664403,5.0238805208462765,freshbrackmarine
Anguilla rostrata,Anguilla rostrata,6450,Fish,Searun Fish,American Eel,Anguilla rostrata,not specified,raw,88,protein_g,18.4,3.3333333333333335,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.62,subtropical,eel-like,demersal,464,152,2.91235066461494,5.0238805208462765,freshbrackmarine
Anguilla rostrata,Anguilla rostrata,6450,Fish,Searun Fish,American Eel,Anguilla rostrata,muscle,raw,79,fat_g,15.8,3.3333333333333335,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.62,subtropical,eel-like,demersal,464,152,2.760009940032921,5.0238805208462765,freshbrackmarine
Anguilla rostrata,Anguilla rostrata,6450,Fish,Searun Fish,American Eel,Anguilla rostrata,muscle,raw,72,fat_g,18.3,3.3333333333333335,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.62,subtropical,eel-like,demersal,464,152,2.9069010598473755,5.0238805208462765,freshbrackmarine
Anguilla rostrata,Anguilla rostrata,6450,Fish,Searun Fish,American Eel,Anguilla rostrata,muscle,raw,21,fat_g,18,3.3333333333333335,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.62,subtropical,eel-like,demersal,464,152,2.8903717578961645,5.0238805208462765,freshbrackmarine
Anguilla rostrata,Anguilla rostrata,6450,Fish,Searun Fish,American Eel,Anguilla rostrata,muscle,raw,15,fat_g,11.7,3.3333333333333335,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.62,subtropical,eel-like,demersal,464,152,2.4595888418037104,5.0238805208462765,freshbrackmarine
Anguilla rostrata,Anguilla rostrata,6450,Fish,Searun Fish,American Eel,Anguilla rostrata,muscle,raw,23,fat_g,18.8,3.3333333333333335,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.62,subtropical,eel-like,demersal,464,152,2.9338568698359038,5.0238805208462765,freshbrackmarine
Anguilla rostrata,Anguilla rostrata,6450,Fish,Searun Fish,American Eel,Anguilla rostrata,muscle,raw,55,fat_g,14.2,3.3333333333333335,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.62,subtropical,eel-like,demersal,464,152,2.653241964607215,5.0238805208462765,freshbrackmarine
Anguilla rostrata,Anguilla rostrata,6450,Fish,Searun Fish,American Eel,Anguilla rostrata,muscle,raw,82,fat_g,31.5,3.3333333333333335,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.62,subtropical,eel-like,demersal,464,152,3.449987545831587,5.0238805208462765,freshbrackmarine
Anguilla rostrata,Anguilla rostrata,6450,Fish,Searun Fish,American Eel,Anguilla rostrata,muscle,raw,27,fat_g,13.3,3.3333333333333335,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.62,subtropical,eel-like,demersal,464,152,2.5877640352277083,5.0238805208462765,freshbrackmarine
Anguilla rostrata,Anguilla rostrata,6450,Fish,Searun Fish,American Eel,Anguilla rostrata,not specified,raw,87,fat_g,12,3.3333333333333335,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.62,subtropical,eel-like,demersal,464,152,2.4849066497880004,5.0238805208462765,freshbrackmarine
Anguilla rostrata,Anguilla rostrata,6450,Fish,Searun Fish,American Eel,Anguilla rostrata,not specified,raw,88,fat_g,11.7,3.3333333333333335,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.62,subtropical,eel-like,demersal,464,152,2.4595888418037104,5.0238805208462765,freshbrackmarine
Anguilla rostrata,Anguilla rostrata,6450,Fish,Searun Fish,American Eel,Anguilla rostrata,muscle,raw,79,fapun3,1.2,3.3333333333333335,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.62,subtropical,eel-like,demersal,464,152,0.1823215567939546,5.0238805208462765,freshbrackmarine
Anguilla rostrata,Anguilla rostrata,6450,Fish,Searun Fish,American Eel,Anguilla rostrata,muscle,raw,55,fapun3,1.13,3.3333333333333335,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.62,subtropical,eel-like,demersal,464,152,0.12221763272424911,5.0238805208462765,freshbrackmarine
Anguilla rostrata,Anguilla rostrata,6450,Fish,Searun Fish,American Eel,Anguilla rostrata,muscle,raw,79,fapun_all_g,2.3,3.3333333333333335,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.62,subtropical,eel-like,demersal,464,152,0.8329091229351039,5.0238805208462765,freshbrackmarine
Anguilla rostrata,Anguilla rostrata,6450,Fish,Searun Fish,American Eel,Anguilla rostrata,muscle,raw,55,fapun_all_g,1.23,3.3333333333333335,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.62,subtropical,eel-like,demersal,464,152,0.20701416938432612,5.0238805208462765,freshbrackmarine
Anguilla rostrata,Anguilla rostrata,6450,Fish,Searun Fish,American Eel,Anguilla rostrata,muscle,raw,15,fapun_all_g,0.9,3.3333333333333335,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.62,subtropical,eel-like,demersal,464,152,-0.10536051565782628,5.0238805208462765,freshbrackmarine
Anguilla rostrata,Anguilla rostrata,6450,Fish,Searun Fish,American Eel,Anguilla rostrata,muscle,raw,23,fapun_all_g,1.4,3.3333333333333335,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.62,subtropical,eel-like,demersal,464,152,0.3364722366212129,5.0238805208462765,freshbrackmarine
Anguilla rostrata,Anguilla rostrata,6450,Fish,Searun Fish,American Eel,Anguilla rostrata,muscle,raw,82,fapun_all_g,5.74,3.3333333333333335,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.62,subtropical,eel-like,demersal,464,152,1.747459210331475,5.0238805208462765,freshbrackmarine
Anguilla rostrata,Anguilla rostrata,6450,Fish,Searun Fish,American Eel,Anguilla rostrata,not specified,raw,88,fapun_all_g,0.95,3.3333333333333335,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.62,subtropical,eel-like,demersal,464,152,-0.05129329438755058,5.0238805208462765,freshbrackmarine
Anguilla rostrata,Anguilla rostrata,6450,Fish,Searun Fish,American Eel,Anguilla rostrata,muscle,raw,15,mn_mg,0.035,3.3333333333333335,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.62,subtropical,eel-like,demersal,464,152,-3.3524072174927233,5.0238805208462765,freshbrackmarine
Anguilla rostrata,Anguilla rostrata,6450,Fish,Searun Fish,American Eel,Anguilla rostrata,muscle,raw,82,mn_mg,0.03,3.3333333333333335,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.62,subtropical,eel-like,demersal,464,152,-3.506557897319982,5.0238805208462765,freshbrackmarine
Anguilla rostrata,Anguilla rostrata,6450,Fish,Searun Fish,American Eel,Anguilla rostrata,not specified,raw,88,mn_mg,0.035,3.3333333333333335,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.62,subtropical,eel-like,demersal,464,152,-3.3524072174927233,5.0238805208462765,freshbrackmarine
Anguilla rostrata,Anguilla rostrata,6450,Fish,Searun Fish,American Eel,Anguilla rostrata,muscle,raw,82,mg_mg,15,3.3333333333333335,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.62,subtropical,eel-like,demersal,464,152,2.70805020110221,5.0238805208462765,freshbrackmarine
Anguilla rostrata,Anguilla rostrata,6450,Fish,Searun Fish,American Eel,Anguilla rostrata,not specified,raw,88,mg_mg,20,3.3333333333333335,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.62,subtropical,eel-like,demersal,464,152,2.995732273553991,5.0238805208462765,freshbrackmarine
Anoplopoma fimbria,Anoplopoma fimbria,6437,Fish,Saltwater Fish,Sablefish,Anoplopoma fimbria,muscle,raw,27,ca_mg,35,5,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),4.12,deep-water,fusiform / normal,bathydemersal,2740,120,3.5553480614894135,4.787491742782046,marine
Anoplopoma fimbria,Anoplopoma fimbria,6437,Fish,Saltwater Fish,Sablefish,Anoplopoma fimbria,muscle,raw,79,ca_mg,35,5,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),4.12,deep-water,fusiform / normal,bathydemersal,2740,120,3.5553480614894135,4.787491742782046,marine
Anoplopoma fimbria,Anoplopoma fimbria,6437,Fish,Saltwater Fish,Sablefish,Anoplopoma fimbria,not specified,raw,88,ca_mg,35,5,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),4.12,deep-water,fusiform / normal,bathydemersal,2740,120,3.5553480614894135,4.787491742782046,marine
Anoplopoma fimbria,Anoplopoma fimbria,6437,Fish,Saltwater Fish,Sablefish,Anoplopoma fimbria,muscle,raw,79,zn_mg,0.3,5,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),4.12,deep-water,fusiform / normal,bathydemersal,2740,120,-1.2039728043259361,4.787491742782046,marine
Anoplopoma fimbria,Anoplopoma fimbria,6437,Fish,Saltwater Fish,Sablefish,Anoplopoma fimbria,not specified,raw,88,zn_mg,0.32,5,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),4.12,deep-water,fusiform / normal,bathydemersal,2740,120,-1.1394342831883648,4.787491742782046,marine
Anoplopoma fimbria,Anoplopoma fimbria,6437,Fish,Saltwater Fish,Sablefish,Anoplopoma fimbria,muscle,raw,27,fe_mg,1.2,5,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),4.12,deep-water,fusiform / normal,bathydemersal,2740,120,0.1823215567939546,4.787491742782046,marine
Anoplopoma fimbria,Anoplopoma fimbria,6437,Fish,Saltwater Fish,Sablefish,Anoplopoma fimbria,muscle,raw,79,fe_mg,1.2,5,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),4.12,deep-water,fusiform / normal,bathydemersal,2740,120,0.1823215567939546,4.787491742782046,marine
Anoplopoma fimbria,Anoplopoma fimbria,6437,Fish,Saltwater Fish,Sablefish,Anoplopoma fimbria,not specified,raw,88,fe_mg,1.28,5,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),4.12,deep-water,fusiform / normal,bathydemersal,2740,120,0.2468600779315258,4.787491742782046,marine
Anoplopoma fimbria,Anoplopoma fimbria,6437,Fish,Saltwater Fish,Sablefish,Anoplopoma fimbria,muscle,raw,27,protein_g,12.9,5,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),4.12,deep-water,fusiform / normal,bathydemersal,2740,120,2.5572273113676265,4.787491742782046,marine
Anoplopoma fimbria,Anoplopoma fimbria,6437,Fish,Saltwater Fish,Sablefish,Anoplopoma fimbria,offal,raw,27,protein_g,12.9,5,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),4.12,deep-water,fusiform / normal,bathydemersal,2740,120,2.5572273113676265,4.787491742782046,marine
Anoplopoma fimbria,Anoplopoma fimbria,6437,Fish,Saltwater Fish,Sablefish,Anoplopoma fimbria,muscle,raw,79,protein_g,13.2,5,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),4.12,deep-water,fusiform / normal,bathydemersal,2740,120,2.580216829592325,4.787491742782046,marine
Anoplopoma fimbria,Anoplopoma fimbria,6437,Fish,Saltwater Fish,Sablefish,Anoplopoma fimbria,not specified,raw,88,protein_g,13.4,5,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),4.12,deep-water,fusiform / normal,bathydemersal,2740,120,2.5952547069568657,4.787491742782046,marine
Anoplopoma fimbria,Anoplopoma fimbria,6437,Fish,Saltwater Fish,Sablefish,Anoplopoma fimbria,muscle,raw,23,fat_g,15.3,5,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),4.12,deep-water,fusiform / normal,bathydemersal,2740,120,2.72785282839839,4.787491742782046,marine
Anoplopoma fimbria,Anoplopoma fimbria,6437,Fish,Saltwater Fish,Sablefish,Anoplopoma fimbria,muscle,raw,25,fat_g,5.7,5,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),4.12,deep-water,fusiform / normal,bathydemersal,2740,120,1.7404661748405046,4.787491742782046,marine
Anoplopoma fimbria,Anoplopoma fimbria,6437,Fish,Saltwater Fish,Sablefish,Anoplopoma fimbria,muscle,raw,27,fat_g,15.2,5,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),4.12,deep-water,fusiform / normal,bathydemersal,2740,120,2.7212954278522306,4.787491742782046,marine
Anoplopoma fimbria,Anoplopoma fimbria,6437,Fish,Saltwater Fish,Sablefish,Anoplopoma fimbria,offal,raw,27,fat_g,14.7,5,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),4.12,deep-water,fusiform / normal,bathydemersal,2740,120,2.6878474937846906,4.787491742782046,marine
