Species,AgeMatMin,Herbivory2,FeedingType,FoodTroph,EnvTemp,BodyShapeI,DemersPelag,DepthRangeDeep,Length,obs_id,subgroup,genus_species,asfis_scientific_name,scientific_name,common_name,part,food_name_in_english,location,ca_mg,fe_mg,zn_mg,epa,dha,protein,fat,cine_id,biblio_id,part_edited,food_item_id,processing,asfis_english_name,season,other,comments_on_data_processing_methods,publication_year,bc_id,af_id,type,bibliography,exclude_for_wrong_units,seanuts_id2,sea_id,subgroup2,submitted_name,score,exclude,realm
Gudusia chapra,NA,NA,NA,NA,subtropical,fusiform / normal,pelagic,NA,20,bc1371,Finfish,Gudusia chapra,Gudusia chapra,Gudusia chapra,Indian river shad,NA,"Indian river shad, wild, raw","Bangladesh, Mymensingh",1063,7.6,2.1,NA,NA,15.5,3.8,NA,fi367,muscle_organs,0902288,r,Indian river shad,Jul-Sep 2012,"Anatomical parts excluded prior to analysis: Viscera, fins, scales.",NA,2015,bc1371,NA,NA,NA,NA,NA,NA,NA,Gudusia chapra,0.988,NA,freshbrack
Harpadon nehereus,NA,mainly animals (troph. 2.8 and up),NA,4.2,tropical,elongated,benthopelagic,NA,40,af237,Finfish,Harpadon nehereus,Harpadon nehereus,Harpodon nehereus,Bombay-duck,muscle,"Bombay duck, wild, skinless, muscle flesh, raw","Unknown (samples from local fish market, Hyderabad, India)",19.8,0.7,2.7,NA,NA,8,0.8,NA,fi98,muscle_skinless,0901541,r,Bombay-duck,Dec 1988-Mar 2002,NA,NA,1993,NA,NA,NA,NA,NA,NA,NA,NA,Harpadon nehereus,0.988,NA,brackmarine
Helostoma temminckii,NA,plants/detritus+animals (troph. 2.2-2.79),NA,2.8199999332427974,tropical,short and / or deep,benthopelagic,NA,30,bc1067,Finfish,Helostoma temminckii,Helostoma temminckii,Helostoma temmincki,Kissing gourami,NA,"Kissing gourami, cleaned fish, raw","Cambodia, Kampong Chhnang, Kandal Phnom Penh",1225.152,1.500244,1.82922,NA,NA,NA,NA,NA,fi184,muscle_organs,0901086,r,Kissing gourami,"Oct, Nov 2001",NA,Minerals expressed per DM - conversion to FW; DM (%) provided by Author,2007,bc1067,NA,NA,NA,NA,NA,NA,NA,Helostoma temminckii,0.988,NA,fresh
Hemisorubim platyrhynchos,NA,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),4.5,subtropical,elongated,demersal,NA,NA,bc70,Finfish,Hemisorubim platyrhynchos,Hemisorubim platyrhynchos,Hemisorubim platyrhynchos,NA,muscle,"Jurupoca, wild, skinless fillet, raw","Brazil, Miranda River",NA,NA,NA,0.01850096,0.04047085,18.1,6.35,NA,fi8,muscle_skinless,0900070,r,NA,NA,"mean length and weight of fish: 55cm, 935g",FA converted using XFA,2008,bc70,NA,NA,NA,NA,NA,NA,NA,Hemisorubim platyrhynchos,0.988,NA,fresh
Hemisorubim platyrhynchos,NA,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),4.5,subtropical,elongated,demersal,NA,NA,af42,Finfish,Hemisorubim platyrhynchos,Hemisorubim platyrhynchos,Hemisorubim plathyrhinchos,NA,muscle,"wild, skinless, boneless fillets, raw","Brazil (samples from fish markets in Maringá, Paraná, Brazil)",NA,NA,NA,NA,0.39799040890186,NA,2.98,NA,fi17,muscle_skinless,0901346,r,NA,NA,NA,"FA not specified - summed up, entered as <FAUN>; FAME converted using ShF and XFA",1995,NA,NA,NA,NA,NA,NA,NA,NA,Hemisorubim platyrhynchos,0.988,NA,fresh
Henicorhynchus siamensis,NA,mainly plants/detritus (troph. 2-2.19),grazing on aquatic plants,2,tropical,fusiform / normal,benthopelagic,NA,20,bc835,Finfish,Henicorhynchus siamensis,Henicorhynchus siamensis,Henicorhynchus siamensis,Siamese mud carp,NA,"Siamese mud carp,wild, whole fish,  full grown, raw","Cambodia, Kampong Chhnang, Kandal Phnom Penh",NA,NA,NA,NA,NA,NA,NA,NA,fi129,whole,0900854,r,Siamese mud carp,"Oct, Nov 2001",mean size of fish: 12.0g; edible parts according to traditional cleaning,RETOLD: all-trans-dehydroretinol and 13-cis isomers,2007,bc835,NA,NA,NA,NA,NA,NA,NA,Henicorhynchus siamensis,0.988,NA,fresh
Hydrolagus affinis,NA,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),4,deep-water,elongated,bathydemersal,3000,130,bc80,Finfish,Hydrolagus affinis,Hydrolagus affinis,Hydrolagus affinis,Smalleyed rabbitfish,NA,"Smalleyed rabbitfish/ghostshark, wild, dorsal muscle, raw","Unknown, Hatton Bank, North Atlantic",NA,NA,NA,NA,NA,18.3,0.95,NA,fi11,muscle,0900080,r,Smalleyed rabbitfish,NA,NA,fat extraction according to Losnegard et al. (1979; ethyl acetat extraction),2005,bc80,NA,NA,NA,NA,NA,NA,NA,Hydrolagus affinis,0.988,NA,marine
Hydrolagus colliei,NA,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.68,temperate,elongated,demersal,913,100,af572,Finfish,Hydrolagus colliei,Hydrolagus colliei,Hydrolagus colliei,Spotted ratfish,muscle,"Ratfish, skinless fillet, raw","USA, SE Alaska",NA,NA,NA,NA,NA,15.1,10.7,NA,fi195,muscle_skinless,0901876,r,Spotted ratfish,NA,NA,NA,1976,NA,NA,NA,NA,NA,NA,NA,NA,Hydrolagus colliei,0.988,NA,marine
Hyporhamphus ihi,NA,mainly animals (troph. 2.8 and up),selective plankton feeding,3.22,temperate,eel-like,pelagic-neritic,NA,26,bc202,Finfish,Hyporhamphus ihi,Hyporhamphus ihi,Hyporhamphus ihi,NA,muscle,"Garfish, wild, skinless fillet, frozen",New Zealand,NA,NA,NA,NA,NA,20.6,1.2,NA,fi42,muscle_skinless,0900202,r,NA,May 1985,"mean length and weight of fish: 32cm, 93g",NA,1985,bc202,NA,NA,NA,NA,NA,NA,NA,Hyporhamphus ihi,0.988,NA,marine
Hyporhamphus limbatus,NA,mainly animals (troph. 2.8 and up),NA,3.2,tropical,elongated,pelagic-neritic,NA,35,bc1375,Finfish,Hyporhamphus limbatus,NA,Hyporhamphus limbatus,NA,NA,"Ekthute, wild, raw","Bangladesh, Khulna",1300,1.5,3.6,NA,NA,17.9,1.7,NA,fi367,muscle_organs,0902292,r,NA,Jul-Sep 2012,"Anatomical parts excluded prior to analysis: Viscera, fins.",NA,2015,bc1375,NA,NA,NA,NA,NA,NA,NA,Hyporhamphus limbatus,0.988,NA,freshbrackmarine
Isopsetta isolepis,NA,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.59,temperate,short and / or deep,demersal,425,55,bc964,Finfish,Isopsetta isolepis,Isopsetta isolepis,Isopsetta isolepis,Butter sole,NA,"Butter sole, wild, fillet, raw","USA, north of Astoria Canyon, North Pacific",NA,NA,NA,NA,NA,19.4,NA,NA,fi156,muscle,0900983,r,Butter sole,Aug 1977,"mean length and weight of fish: 39cm, 600g",NA,1979,bc964,NA,NA,NA,NA,NA,NA,NA,Isopsetta isolepis,0.988,NA,marine
Lagocephalus lagocephalus,NA,mainly animals (troph. 2.8 and up),variable,3.73,subtropical,fusiform / normal,benthopelagic,476,61,bc322,Finfish,Lagocepahlus lagocephalus,Lagocepahlus lagocephalus,Lagocepahlus lagocephalus,Oceanic puffer,NA,"Oceanic puffer, wild, fillet, raw","Turkey, Mediterranean Sea",NA,NA,NA,0.020875218,0.141916398,NA,0.78,NA,fi67,muscle,0900341,r,Oceanic puffer,NA,NA,FA converted using XFA,2009,bc322,NA,NA,NA,NA,NA,NA,NA,Lagocepahlus lagocephalus,0.75,NA,marine
Lampris guttatus,NA,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),4.22,deep-water,short and / or deep,bathypelagic,500,200,bc688,Finfish,Lampris guttatus,Lampris guttatus,Lampris guttatus,Opah,muscle,"Moonfish, wild, white muscle flesh (caudal end), skinless, boneless, raw","New Zealand, Northeast of North Island",6,1,0.3,0.03002,0.1659,23.4,1,NA,fi117,muscle,0900707,r,Opah,Jun-Jul 1990 (austral Winter),NA,"CHO- (water-soluble CHO); tr means below the level of quantification for elements (Cu < 10mcg/100g FW, Mn < 2mcg/100g FW); FA converted using XFA; FA tr= <0.1% of FACID",1993,bc688,NA,NA,NA,NA,NA,NA,NA,Lampris guttatus,0.988,NA,marine
Lepidocephalichthys guntea,NA,NA,NA,NA,tropical,elongated,demersal,NA,15,bc1380,Finfish,Lepidocephalichthys guntea,NA,Lepidocephalichthys guntea,NA,NA,"Gutum, wild, raw","Bangladesh, Mymensingh",950,3.3,2.5,NA,NA,17.2,3.9,NA,fi367,muscle_organs,0902297,r,NA,Jul-Sep 2012,"Anatomical parts excluded prior to analysis: Viscera, fins.",NA,2015,bc1380,NA,NA,NA,NA,NA,NA,NA,Lepidocephalichthys guntea,0.988,NA,freshbrack
Lepidopsetta bilineata,NA,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.48,temperate,short and / or deep,demersal,575,58,c362,Finfish,Lepidopsetta bilineata,NA,NA,Rock Sole,muscle,"Rock Sole, muscle",NA,NA,NA,NA,NA,NA,18.6,1.2,c362,27,muscle,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lepidopsetta bilineata,0.988,NA,marine
Lepidopsetta bilineata,NA,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.48,temperate,short and / or deep,demersal,575,58,bc924,Finfish,Lepidopsetta bilineata,Lepidopsetta bilineata,Lepidopsetta bilineata,Rock sole,muscle,"Rock sole, wild, skinless dorsal fillet, frozen",Russia (East),NA,NA,NA,0.174717,0.111537,NA,NA,NA,fi146,muscle_skinless,0900943,r,Rock sole,NA,NA,FA expressed per DM - conversion to FW,2007,bc924,NA,NA,NA,NA,NA,NA,NA,Lepidopsetta bilineata,0.988,NA,marine
Lepidopsetta bilineata,NA,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.48,temperate,short and / or deep,demersal,575,58,af601,Finfish,Lepidopsetta bilineata,Lepidopsetta bilineata,Lepidopsetta bilineata,Rock sole,muscle,"Rock sole, skinless fillet, raw","USA, Bering Sea/Puget Sound",NA,NA,NA,NA,NA,19.2,0.77,NA,fi195,muscle_skinless,0901905,r,Rock sole,NA,NA,NA,1976,NA,NA,NA,NA,NA,NA,NA,NA,Lepidopsetta bilineata,0.988,NA,marine
Leptomelanosoma indicum,NA,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.86,tropical,elongated,demersal,100,142,bc524,Finfish,Leptomelanosoma indicum,Leptomelanosoma indicum,Polynemus indicus,Indian threadfin,NA,"Indian threadfin, wild, fillet, raw","Malaysia, West coast of Peninsular",NA,NA,NA,NA,NA,19.59,0.85,NA,fi88,muscle,0900543,r,Indian threadfin,NA,"length and weight: 28-37cm, 580-760g",NA,2011,bc524,NA,NA,NA,NA,NA,NA,NA,Leptomelanosoma indicum,0.988,NA,brackmarine
Leptomelanosoma indicum,NA,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.86,tropical,elongated,demersal,100,142,af236,Finfish,Leptomelanosoma indicum,Leptomelanosoma indicum,Polynemus indicus,Indian threadfin,muscle,"Thread fins, wild, skinless, muscle flesh, raw","Unknown (samples from local fish market, Hyderabad, India)",4.7,0.8,1.5,NA,NA,18.1,1.2,NA,fi98,muscle_skinless,0901540,r,Indian threadfin,Dec 1988-Mar 2001,NA,NA,1993,NA,NA,NA,NA,NA,NA,NA,NA,Leptomelanosoma indicum,0.988,NA,brackmarine
Limnothrissa miodon,NA,mainly animals (troph. 2.8 and up),selective plankton feeding,2.71,tropical,fusiform / normal,pelagic,60,17,bc741,Finfish,Limnothrissa miodon,Limnothrissa miodon,Limnothrissa miodon,Lake Tanganyika sardine,NA,"Lake Tanganyika sardine, wild, whole fish, raw","Burundi, Bujumbura, Lake Tanganyika",NA,NA,NA,NA,NA,NA,NA,NA,fi118,whole,0900760,r,Lake Tanganyika sardine,Mar 1994,"mean length and weight: 11.2cm, 17.3g; iodine given in mcg/kg wet weight",NA,1997,bc741,NA,NA,NA,NA,NA,NA,NA,Limnothrissa miodon,0.988,NA,fresh
Limnothrissa miodon,NA,mainly animals (troph. 2.8 and up),selective plankton feeding,2.71,tropical,fusiform / normal,pelagic,60,17,bc742,Finfish,Limnothrissa miodon,Limnothrissa miodon,Limnothrissa miodon,Lake Tanganyika sardine,NA,"Lake Tanganyika sardine, wild, whole fish, raw","Burundi, Bujumbura, Lake Tanganyika",NA,NA,NA,NA,NA,NA,NA,NA,fi118,whole,0900761,r,Lake Tanganyika sardine,Mar 1994,"mean length and weight: 11.4cm, 21.8g; iodine given in mcg/kg wet weight",NA,1997,bc742,NA,NA,NA,NA,NA,NA,NA,Limnothrissa miodon,0.988,NA,fresh
Lutjanus argentimaculatus,NA,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.85,subtropical,fusiform / normal,reef-associated,120,150,bc525,Finfish,Lutjanus argentimaculatus,Lutjanus argentimaculatus,Lutjanus argentimeculatus,Mangrove red snapper,NA,"Malabar red snapper, wild, fillet, raw","Malaysia, West coast of Peninsular",NA,NA,NA,NA,NA,20.45,1.37,NA,fi88,muscle,0900544,r,Mangrove red snapper,NA,"length and weight: 31-47cm, 400-1400g",NA,2011,bc525,NA,NA,NA,NA,NA,NA,NA,Lutjanus argentimaculatus,0.988,NA,freshbrackmarine
Lutjanus johnii,NA,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),4.19,tropical,fusiform / normal,reef-associated,80,97,bc521,Finfish,Lutjanus johnii,Lutjanus johnii,Lutjanus johnii,John's snapper,NA,"Golden snapper, wild, fillet, raw","Malaysia, West coast of Peninsular",NA,NA,NA,NA,NA,19.41,1.29,NA,fi88,muscle,0900540,r,John's snapper,NA,"length and weight: 33-36cm, 480-750g",NA,2011,bc521,NA,NA,NA,NA,NA,NA,NA,Lutjanus johnii,0.988,NA,brackmarine
Lutjanus malabaricus,NA,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),4.09,tropical,fusiform / normal,reef-associated,100,100,bc29,Finfish,Lutjanus malabaricus,Lutjanus malabaricus,Lutjanus malabaricus,Malabar blood snapper,muscle,"Malabar red snapper, wild, muscle fillet, raw","Thailand, Gulf of Thailand",NA,NA,NA,NA,NA,18.1,0.5,NA,fi2,muscle,0900029,r,Malabar blood snapper,Oct-Nov,NA,NNP calc. as % of TN,1999,bc29,NA,NA,NA,NA,NA,NA,NA,Lutjanus malabaricus,0.988,NA,brackmarine
Macrognathus aculeatus,NA,NA,NA,NA,tropical,eel-like,benthopelagic,NA,38,bc1320,Finfish,Macrognathus aculeatus,Macrognathus aculeatus,Macrognathus aculeatus,NA,NA,"Eel, edible parts (eyes excluded), raw","Bangladesh, Kishoreeganj/Mymensingh district",NA,NA,NA,NA,NA,NA,NA,NA,fi199,muscle_organs,0902237,r,NA,"Sep, Oct",fish cleaned according to local practices,additional data received from author; RETOLDH: sum of 13-cis and all-trans dehydroretinol,2002,bc1320,NA,NA,NA,NA,NA,NA,NA,Macrognathus aculeatus,0.988,NA,freshbrack
Macrognathus aculeatus,NA,NA,NA,NA,tropical,eel-like,benthopelagic,NA,38,bc1321,Finfish,Macrognathus aculeatus,Macrognathus aculeatus,Macrognathus aculeatus,NA,NA,"Eel, edible parts (eyes excluded), raw","Bangladesh, Kishoreeganj/Mymensingh district",NA,NA,NA,NA,NA,NA,NA,NA,fi199,muscle_organs,0902238,r,NA,"Sep, Oct",fish cleaned according to local practices,additional data received from author; RETOLDH: sum of 13-cis and all-trans dehydroretinol,2002,bc1321,NA,NA,NA,NA,NA,NA,NA,Macrognathus aculeatus,0.988,NA,freshbrack
Macrognathus aculeatus,NA,NA,NA,NA,tropical,eel-like,benthopelagic,NA,38,bc1322,Finfish,Macrognathus aculeatus,Macrognathus aculeatus,Macrognathus aculeatus,NA,NA,"Eel, edible parts (eyes excluded), raw","Bangladesh, Kishoreeganj/Mymensingh district",NA,NA,NA,NA,NA,NA,NA,NA,fi199,muscle_organs,0902239,r,NA,"Sep, Oct",fish cleaned according to local practices,additional data received from author; RETOLDH: sum of 13-cis and all-trans dehydroretinol,2002,bc1322,NA,NA,NA,NA,NA,NA,NA,Macrognathus aculeatus,0.988,NA,freshbrack
Macrognathus aculeatus,NA,NA,NA,NA,tropical,eel-like,benthopelagic,NA,38,bc1395,Finfish,Macrognathus aculeatus,Macrognathus aculeatus,Macrognathus aculeatus,NA,NA,"Tara Baim, wild, raw","Bangladesh, Mymensingh",457,2.5,1.2,NA,NA,17.2,2.6,NA,fi367,muscle_organs,0902312,r,NA,Jul-Sep 2012,Anatomical parts excluded prior to analysis: Viscera.,NA,2015,bc1395,NA,NA,NA,NA,NA,NA,NA,Macrognathus aculeatus,0.988,NA,freshbrack
Mastacembelus armatus,NA,plants/detritus+animals (troph. 2.2-2.79),variable,2.78,tropical,eel-like,demersal,NA,90,bc1323,Finfish,Mastacembelus armatus,NA,Mastacembelus armatus,NA,NA,"Eel, edible parts (eyes excluded), raw","Bangladesh, Kishoreeganj/Mymensingh district",NA,NA,NA,NA,NA,NA,NA,NA,fi199,muscle_organs,0902240,r,NA,"Sep, Oct",fish cleaned according to local practices,additional data received from author; RETOLDH: sum of 13-cis and all-trans dehydroretinol,2002,bc1323,NA,NA,NA,NA,NA,NA,NA,Mastacembelus armatus,0.988,NA,freshbrack
Mastacembelus armatus,NA,plants/detritus+animals (troph. 2.2-2.79),variable,2.78,tropical,eel-like,demersal,NA,90,bc1367,Finfish,Mastacembelus armatus,NA,Mastacembelus armatus,NA,NA,"Baim, wild, raw","Bangladesh, Mymensingh",449,1.9,1.1,NA,NA,17.9,1.7,NA,fi367,muscle_organs,0902284,r,NA,Jul-Sep 2012,"Anatomical parts excluded prior to analysis: Bones, viscera, fins, skin, dorsal spine, snout.",NA,2015,bc1367,NA,NA,NA,NA,NA,NA,NA,Mastacembelus armatus,0.988,NA,freshbrack
Megalaspis cordyla,NA,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.91,tropical,fusiform / normal,reef-associated,100,80,bc513,Finfish,Megalaspis cordyla,Megalaspis cordyla,Megalapsis cordyla,Torpedo scad,NA,"Hardtail scad, wild, fillet, raw","Malaysia, West coast of Peninsular",NA,NA,NA,NA,NA,20.86,1.53,NA,fi88,muscle,0900532,r,Torpedo scad,NA,"length and weight: 21-28cm, 100-250g",NA,2011,bc513,NA,NA,NA,NA,NA,NA,NA,Megalaspis cordyla,0.988,NA,brackmarine
Megalops cyprinoides,NA,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.9100000858306885,tropical,fusiform / normal,benthopelagic,NA,150,af322,Finfish,Megalops cyprinoides,(Megalops cyprinoides),NA,Indo-Pacific tarpon,NA,"Pawale, wild, whole, raw","Tanzania, Dar es Salaam, Indian Ocean",NA,NA,NA,NA,NA,NA,NA,NA,fi118,whole,0901626,r,Indo-Pacific tarpon,Nov-Dec 1993,"mean length and weight: 7.5cm, 5.1g; Iodine given in mcg/kg wet weight",NA,1997,NA,NA,NA,NA,NA,NA,NA,NA,Megalops cyprinoides,0.988,NA,freshbrackmarine
Menticirrhus americanus,NA,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),NA,subtropical,fusiform / normal,demersal,40,50,bc560,Finfish,Menticirrhus americanus,Menticirrhus americanus,Menticirrhus americanus,Southern kingcroaker,NA,"Southern kingcroaker, wild, fillet, raw","Uruguay, Río de la Plata",NA,NA,NA,0.17224842,0.45077778,19.7,6.7,NA,fi95,muscle,0900579,r,Southern kingcroaker,Dec 1991-Jan 1992 (Summer),NA,FA converted using XFA,1996,bc560,NA,NA,NA,NA,NA,NA,NA,Menticirrhus americanus,0.988,NA,brackmarine
Microgadus tomcod,NA,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.81,temperate,elongated,demersal,69,38.1,c441,Finfish,Microgadus tomcod,NA,NA,Atlantic Tomcod,muscle,"Atlantic Tomcod, muscle",NA,372,NA,NA,NA,NA,19.9,2,c441,11,muscle,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Microgadus tomcod,0.988,NA,freshbrackmarine
Microgadus tomcod,NA,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.81,temperate,elongated,demersal,69,38.1,c446,Finfish,Microgadus tomcod,NA,NA,Atlantic Tomcod,muscle,"Atlantic Tomcod, muscle",NA,NA,NA,NA,NA,NA,17,0.4,c446,27,muscle,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Microgadus tomcod,0.988,NA,freshbrackmarine
Micropogonias undulatus,NA,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),4,subtropical,fusiform / normal,demersal,100,55,c451,Finfish,Micropogonias undulatus,NA,NA,Atlantic Croaker,muscle,"Atlantic Croaker, muscle",NA,15,0.372,0.371,NA,NA,18.1,1.9,c451,65,muscle,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Micropogonias undulatus,0.988,NA,brackmarine
Micropogonias undulatus,NA,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),4,subtropical,fusiform / normal,demersal,100,55,c452,Finfish,Micropogonias undulatus,NA,NA,Atlantic Croaker,muscle,"Atlantic Croaker, muscle",NA,118,1.58,NA,NA,NA,17.5,1.7,c452,27,muscle,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Micropogonias undulatus,0.988,NA,brackmarine
Micropogonias undulatus,NA,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),4,subtropical,fusiform / normal,demersal,100,55,c453,Finfish,Micropogonias undulatus,NA,NA,Atlantic Croaker,whole,"Atlantic Croaker, whole",NA,NA,NA,NA,NA,NA,16.8,3.5,c453,27,whole,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Micropogonias undulatus,0.988,NA,brackmarine
Monopterus albus,NA,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),2.880000114440918,tropical,eel-like,demersal,NA,100,bc18,Finfish,Monopterus albus,Monopterus albus,Fluta alba,Asian swamp eel,NA,"Swamp eel, wild, fillet, raw","Thailand, main rivers (Chaopraya, Bangprakong, Mae-klong, Thajean)",NA,NA,NA,NA,NA,20.3,0.6,NA,fi2,muscle,0900018,r,Asian swamp eel,May-Oct,NA,NNP calc. as % of TN,1999,bc18,NA,NA,NA,NA,NA,NA,NA,Monopterus albus,0.988,NA,freshbrack
Monopterus albus,NA,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),2.880000114440918,tropical,eel-like,demersal,NA,100,bc581,Finfish,Monopterus albus,Monopterus albus,Monopterus albus,Asian swamp eel,NA,"Swamp eel, wild, gutted and beheaded, raw","Laos, Champasak and Savannakhet, rice field ecosystems",525,1.1,1.4,NA,0.0259462,19.7,0.8,NA,fi103,muscle_organs,0900600,r,Asian swamp eel,dry season,NA,FA converted using XFA,2010,bc581,NA,NA,NA,NA,NA,NA,NA,Monopterus albus,0.988,NA,freshbrack
Mora moro,NA,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.75,deep-water,fusiform / normal,bathypelagic,2500,80,bc75,Finfish,Mora moro,Mora moro,Mora moro,Common mora,NA,"Mora/deep-sea cod, wild, dorsal muscle, raw","Unknown, Hatton Bank, North Atlantic",NA,NA,NA,0.040644489,0.102507995,17.6,0.41,NA,fi11,muscle,0900075,r,Common mora,NA,NA,FA converted using XFA,2005,bc75,NA,NA,NA,NA,NA,NA,NA,Mora moro,0.988,NA,marine
Mormyrus rume,NA,plants/detritus+animals (troph. 2.2-2.79),grazing on aquatic plants,2.48,tropical,fusiform / normal,demersal,NA,100,bc198,Finfish,Mormyrus rume,Mormyrus rume,Mormyrus rume,NA,NA,"Mormyrid, wild, skin-on fillet (incl. bones), raw","Nigeria, Zaria, Galma River",NA,NA,NA,NA,NA,19.2,1.46,NA,fi38,muscle_bones,0900198,r,NA,Jan-May (dry season),NA,NA,1997,bc198,NA,NA,NA,NA,NA,NA,NA,Mormyrus rume,0.988,NA,fresh
Morone saxatilis,NA,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),4.47,temperate,fusiform / normal,demersal,NA,200,c466,Finfish,Morone saxatilis,NA,NA,Striped Bass,muscle,"Striped Bass, muscle",NA,15,NA,0.27,NA,NA,17.3,2.3,c466,27,muscle,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Morone saxatilis,0.988,NA,freshbrackmarine
Morone saxatilis,NA,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),4.47,temperate,fusiform / normal,demersal,NA,200,c467,Finfish,Morone saxatilis,NA,NA,Striped Bass,offal,"Striped Bass, offal",NA,NA,NA,NA,NA,NA,16.1,8.3,c467,27,viscera,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Morone saxatilis,0.988,NA,freshbrackmarine
Morone saxatilis,NA,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),4.47,temperate,fusiform / normal,demersal,NA,200,bc873,Finfish,Morone saxatilis,Morone saxatilis,Morone saxatilis,Striped bass,muscle,"Striped bass, wild, skinless fillet (incl. belly flaps), male (4y), raw","USA, MD, Potomac river",NA,NA,NA,0.108376051,0.137723084,19.6,2.63,NA,fi132,muscle_skinless,0900892,r,Striped bass,"Spring (Apr 1990, May 1990, 1991)","mean length and weight: 48.6cm, 2200g",FA converted using XFA,1995,bc873,NA,NA,NA,NA,NA,NA,NA,Morone saxatilis,0.988,NA,freshbrackmarine
Morone saxatilis,NA,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),4.47,temperate,fusiform / normal,demersal,NA,200,bc874,Finfish,Morone saxatilis,Morone saxatilis,Morone saxatilis,Striped bass,muscle,"Striped bass, wild, skinless fillet (incl. belly flaps), male (4-5y), raw","USA, MD, Upper Bay",NA,NA,NA,0.116950645,0.127684165,19,2.55,NA,fi132,muscle_skinless,0900893,r,Striped bass,"Spring (Apr 1990, May 1990, 1991)","mean length and weight: 47.2cm, 2000g",FA converted using XFA,1995,bc874,NA,NA,NA,NA,NA,NA,NA,Morone saxatilis,0.988,NA,freshbrackmarine
Morone saxatilis,NA,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),4.47,temperate,fusiform / normal,demersal,NA,200,bc875,Finfish,Morone saxatilis,Morone saxatilis,Morone saxatilis,Striped bass,muscle,"Striped bass, wild, skinless fillet (incl. belly flaps), male (4y), raw","USA, MD, Choptank river",NA,NA,NA,0.109320718,0.092059552,18.1,1.82,NA,fi132,muscle_skinless,0900894,r,Striped bass,"Spring (Apr 1990, May 1990, 1991)","mean length and weight: 57.6cm, 3450g",FA converted using XFA,1995,bc875,NA,NA,NA,NA,NA,NA,NA,Morone saxatilis,0.988,NA,freshbrackmarine
Morone saxatilis,NA,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),4.47,temperate,fusiform / normal,demersal,NA,200,bc876,Finfish,Morone saxatilis,Morone saxatilis,Morone saxatilis,Striped bass,muscle,"Striped bass, wild, skinless fillet (incl. belly flaps), male (4y), raw","USA, MD, Upper Bay",NA,NA,NA,0.153419175,0.2022475,16.4,3.25,NA,fi132,muscle_skinless,0900895,r,Striped bass,"Spring (Apr 1990, May 1990, 1991)","mean length and weight: 48.3cm, 3040g",FA converted using XFA,1995,bc876,NA,NA,NA,NA,NA,NA,NA,Morone saxatilis,0.988,NA,freshbrackmarine
