genus_species,subgroup,taxon_common_name,location_of_study,methylmercury,lead,arsenic,cadmium,part,dataset,bibliography,number_of_samples,biblio_id
bairdiella chrysoura,finfish,NA,US-Florida,22.8,NA,NA,NA,NA,adams,"Adams, D. H., R. H. McMichael, Jr., and G. E. Henderson. 2003. Mercury levels in marine and estuarine fishes of Florida 1989â€“2001. Florida Marine Research Institute Technical Report TR-9. 2nd ed. rev. 57 pp.",NA,adams
bairdiella chrysoura,finfish,NA,US-Florida,33.25,NA,NA,NA,NA,adams,"Adams, D. H., R. H. McMichael, Jr., and G. E. Henderson. 2003. Mercury levels in marine and estuarine fishes of Florida 1989â€“2001. Florida Marine Research Institute Technical Report TR-9. 2nd ed. rev. 57 pp.",NA,adams
bairdiella chrysura,finfish,NA,US-south atlantic,13.11,62,213.3,7.1,muscle,hall,"Hall, R. A., E. G. Zook, and G. M. Meaburn. 1978. National Marine Fisheries Service Survey of Trace Elements in the Fishery Resource. https://spo.nmfs.noaa.gov/content/national-marine-fisheries-service-survey-trace-elements-fishery-resource.",NA,NA
balistes capriscus,finfish,NA,US-Florida,12.35,NA,NA,NA,NA,adams,"Adams, D. H., R. H. McMichael, Jr., and G. E. Henderson. 2003. Mercury levels in marine and estuarine fishes of Florida 1989â€“2001. Florida Marine Research Institute Technical Report TR-9. 2nd ed. rev. 57 pp.",NA,adams
brevoortia patronus,finfish,NA,US-gulf,0,71,331.7,6.7,muscle,hall,"Hall, R. A., E. G. Zook, and G. M. Meaburn. 1978. National Marine Fisheries Service Survey of Trace Elements in the Fishery Resource. https://spo.nmfs.noaa.gov/content/national-marine-fisheries-service-survey-trace-elements-fishery-resource.",NA,NA
brevoortia smithi,finfish,NA,US-Florida,6.65,NA,NA,NA,NA,adams,"Adams, D. H., R. H. McMichael, Jr., and G. E. Henderson. 2003. Mercury levels in marine and estuarine fishes of Florida 1989â€“2001. Florida Marine Research Institute Technical Report TR-9. 2nd ed. rev. 57 pp.",NA,adams
brevoortia smithi,finfish,NA,US-Florida,15.2,NA,NA,NA,NA,adams,"Adams, D. H., R. H. McMichael, Jr., and G. E. Henderson. 2003. Mercury levels in marine and estuarine fishes of Florida 1989â€“2001. Florida Marine Research Institute Technical Report TR-9. 2nd ed. rev. 57 pp.",NA,adams
brevoortia tyrannus,finfish,NA,US-north atlantic,1.9,53.5,204.9,7.1,muscle,hall,"Hall, R. A., E. G. Zook, and G. M. Meaburn. 1978. National Marine Fisheries Service Survey of Trace Elements in the Fishery Resource. https://spo.nmfs.noaa.gov/content/national-marine-fisheries-service-survey-trace-elements-fishery-resource.",NA,NA
brosme brosme,finfish,NA,US-north atlantic,30.875,47,108.5,7.5,muscle,hall,"Hall, R. A., E. G. Zook, and G. M. Meaburn. 1978. National Marine Fisheries Service Survey of Trace Elements in the Fishery Resource. https://spo.nmfs.noaa.gov/content/national-marine-fisheries-service-survey-trace-elements-fishery-resource.",NA,NA
callinectes sapidus,crustacean,NA,US-north atlantic,3.515,60.4,304.8,10,claw and tail meat,hall,"Hall, R. A., E. G. Zook, and G. M. Meaburn. 1978. National Marine Fisheries Service Survey of Trace Elements in the Fishery Resource. https://spo.nmfs.noaa.gov/content/national-marine-fisheries-service-survey-trace-elements-fishery-resource.",NA,NA
callinectes sapidus,crustacean,NA,US-south atlantic,9.405,75.5,1033,22.8,claw and tail meat,hall,"Hall, R. A., E. G. Zook, and G. M. Meaburn. 1978. National Marine Fisheries Service Survey of Trace Elements in the Fishery Resource. https://spo.nmfs.noaa.gov/content/national-marine-fisheries-service-survey-trace-elements-fishery-resource.",NA,NA
callinectes sapidus,crustacean,NA,US-south atlantic,39.235,79.3,358.1,13.5,body meat,hall,"Hall, R. A., E. G. Zook, and G. M. Meaburn. 1978. National Marine Fisheries Service Survey of Trace Elements in the Fishery Resource. https://spo.nmfs.noaa.gov/content/national-marine-fisheries-service-survey-trace-elements-fishery-resource.",NA,NA
callinectes sapidus,crustacean,NA,US-gulf,5.035,87.7,179.5,10.3,body meat,hall,"Hall, R. A., E. G. Zook, and G. M. Meaburn. 1978. National Marine Fisheries Service Survey of Trace Elements in the Fishery Resource. https://spo.nmfs.noaa.gov/content/national-marine-fisheries-service-survey-trace-elements-fishery-resource.",NA,NA
callinectes sapidus,crustacean,NA,US-gulf,12.825,56.5,285.6,8.5,claw meat,hall,"Hall, R. A., E. G. Zook, and G. M. Meaburn. 1978. National Marine Fisheries Service Survey of Trace Elements in the Fishery Resource. https://spo.nmfs.noaa.gov/content/national-marine-fisheries-service-survey-trace-elements-fishery-resource.",NA,NA
callinectes sapidus,crustacean,crab-blue,US-Atlantic,7.98,NA,NA,NA,NA,karimi,"Delaware River Basin Commission. 2011. Fish and Shellfish Tissue Data, DRBC EPA Coastal 2000. Available: http://www.state.nj.us/drbc/fishtiss.htm [accessed 3 February 2011].",8,karimi
callinectes sapidus,crustacean,crab-blue,US-Gulf,14.8129605,NA,NA,NA,NA,karimi,"Karouna-Renier NK, Snyder RA, Allison JG, Wagner MG, Rao KR. 2007. Accumulation of organic and inorganic contaminants in shellfish collected in estuarine waters near Pensacola, Florida: Contamination profiles and risks to human consumers. Environ Pollut 145(2):474-488.",27,karimi
callinectes sapidus,crustacean,crab-blue,US-Florida (Gulf-Pensacola),21.565,NA,NA,NA,NA,karimi,"Lewis MA, Quarles RL, Dantin DD, Moore JC. 2004. Evaluation of a Florida coastal golf complex as a local and watershed source of bioavailable contaminants. Mar Pollut Bull 48(3-4):254-262.",18,karimi
callinectes sapidus,crustacean,crab-blue,US-Louisiana,9.69,NA,NA,NA,NA,karimi,"Mueller CS, Ramelow GJ, Beck JN. 1989. Mercury in the Calcasieu River Lake Complex, Louisiana. Bull Environ Contam Toxicol 42(1):71-80.",1,karimi
callinectes sapidus,crustacean,crab-blue,US-Louisiana,1.7955,NA,NA,NA,NA,karimi,State of Louisiana. 2011. Department of Environmental Quality Mercury Fish Tissue Data 2005-2010 (Data file). Available: http://www.deq.louisiana.gov/portal/default.aspx?tabid=1633 [accessed 4 February 2011].,1,karimi
callinectes sapidus,crustacean,crab-blue,US-Louisiana,7.505,NA,NA,NA,NA,karimi,State of Louisiana. 2011. Department of Environmental Quality Mercury Fish Tissue Data 2005-2010 (Data file). Available: http://www.deq.louisiana.gov/portal/default.aspx?tabid=1633 [accessed 4 February 2011].,1,karimi
callinectes sapidus,crustacean,crab-blue,US-Maryland,1.970764596,NA,NA,NA,NA,karimi,State of Maryland. 2007. Toxics Data Sets. Available: http://archive.chesapeakebay.net/data/historicaldb/toxicsmain.htm [accessed 24 October 2007].,196,karimi
callinectes sapidus,crustacean,crab-blue,US-New Jersey,15.68783784,NA,NA,NA,NA,karimi,State of New Jersey. 2004. Routine Monitoring For Toxics in Fish Program Available: http://www.state.nj.us/dep/dsr/task1.pdf (Task I-Appendix I. Draft Summary of Chemical Contaminant Concentrations) and http://www.state.nj.us/dep/dsr/task2.pdf (Task 2) [accessed 29 November 2011].,37,karimi
callinectes sapidus,crustacean,crab-blue,US-New Jersey,7.635625,NA,NA,NA,NA,karimi,State of New Jersey. 2008. Routine Monitoring Program for Toxics in Fish: Year 3 Raritan River Region. Available: http://www.state.nj.us/dep/dsr/fishmonitoring-year3.pdf [accessed 29 November 2011].,8,karimi
callinectes sapidus,crustacean,crab-blue,US-Virginia,1.336475788,NA,NA,NA,NA,karimi,State of Virginia. 2009. Department of Environmental Quality Fish Tissue Results Summary. Available: http://www.deq.state.va.us/fishtissue/fishtissue.html [accessed 21 July 2009].,3,karimi
callinectes sapidus,crustacean,crab-blue,US-Virginia,1.529702224,NA,NA,NA,NA,karimi,State of Virginia. 2009. Department of Environmental Quality Fish Tissue Results Summary. Available: http://www.deq.state.va.us/fishtissue/fishtissue.html [accessed 21 July 2009].,45,karimi
callinectes sapidus,crustacean,crab-blue,US-Virginia,1.904460396,NA,NA,NA,NA,karimi,State of Virginia. 2009. Department of Environmental Quality Fish Tissue Results Summary. Available: http://www.deq.state.va.us/fishtissue/fishtissue.html [accessed 21 July 2009].,13,karimi
callinectes sapidus,crustacean,crab-blue,US-Virginia,4.296699418,NA,NA,NA,NA,karimi,State of Virginia. 2009. Department of Environmental Quality Fish Tissue Results Summary. Available: http://www.deq.state.va.us/fishtissue/fishtissue.html [accessed 21 July 2009].,14,karimi
callinectes sapidus,crustacean,crab-blue,US-Virginia,4.509118775,NA,NA,NA,NA,karimi,State of Virginia. 2009. Department of Environmental Quality Fish Tissue Results Summary. Available: http://www.deq.state.va.us/fishtissue/fishtissue.html [accessed 21 July 2009].,52,karimi
callinectes sapidus,crustacean,crab-blue,US-Virginia,5.838206212,NA,NA,NA,NA,karimi,State of Virginia. 2009. Department of Environmental Quality Fish Tissue Results Summary. Available: http://www.deq.state.va.us/fishtissue/fishtissue.html [accessed 21 July 2009].,2,karimi
callinectes sapidus,crustacean,crab-blue,US-Virginia,7.862741424,NA,NA,NA,NA,karimi,State of Virginia. 2009. Department of Environmental Quality Fish Tissue Results Summary. Available: http://www.deq.state.va.us/fishtissue/fishtissue.html [accessed 21 July 2009].,28,karimi
callinectes sapidus,crustacean,crab-blue,US-Atlantic,2.19925,NA,NA,NA,NA,karimi,USEPA (U.S. Environmental Protection Agency). 2004. Environmental Monitoring and Assessment Program (EMAP). Available: http://www.epa.gov/emap/ (EPA West) [accessed 26 April 2004].,20,karimi
callinectes sapidus,crustacean,crab-blue,US-Gulf,28.701875,NA,NA,NA,NA,karimi,"USEPA (U.S. Environmental Protection Agency). 2006b. Regional Environmental Monitoring and Assessment Program (REMAP). Available: http://www.epa.gov/emap/remap/html/data.html (Texas, 1993-1994) [accessed 21 June 2006].",8,karimi
callinectes sapidus,crustacean,crab-blue,US-Atlantic,4.117818182,NA,NA,NA,NA,karimi,USEPA (U.S. Environmental Protection Agency). 2007. Environmental Monitoring and Assessment Program (EMAP). Available: http://www.epa.gov/emap/ (Carolinian Province 1994-1997) [accessed 24 October 2007].,11,karimi
callinectes sapidus,crustacean,crab-blue,US-Atlantic,4.165384615,NA,NA,NA,NA,karimi,USEPA (U.S. Environmental Protection Agency). 2008. National Coastal Assessment. Available: http://www.epa.gov/emap/nca/html/data/index.html [accessed 3 October 2008].,26,karimi
callinectes sapidus,crustacean,crab-blue,US-Gulf,6.599107143,NA,NA,NA,NA,karimi,USEPA (U.S. Environmental Protection Agency). 2011a. National Listing of Fish Advisories. Available: http://map1.epa.gov [accessed 14 September 2011].,84,karimi
callinectes sapidus,crustacean,crab-blue,US-Atlantic,28.33985714,NA,NA,NA,NA,karimi,USEPA (U.S. Environmental Protection Agency). 2011a. National Listing of Fish Advisories. Available: http://map1.epa.gov [accessed 14 September 2011].,140,karimi
cancer erroratus,crustacean,NA,US-north atlantic,0,100,712.5,19,meat,hall,"Hall, R. A., E. G. Zook, and G. M. Meaburn. 1978. National Marine Fisheries Service Survey of Trace Elements in the Fishery Resource. https://spo.nmfs.noaa.gov/content/national-marine-fisheries-service-survey-trace-elements-fishery-resource.",NA,NA
cancer magister,crustacean,NA,US-california,8.93,58.8,312.3,9.8,meat,hall,"Hall, R. A., E. G. Zook, and G. M. Meaburn. 1978. National Marine Fisheries Service Survey of Trace Elements in the Fishery Resource. https://spo.nmfs.noaa.gov/content/national-marine-fisheries-service-survey-trace-elements-fishery-resource.",NA,NA
cancer magister,crustacean,NA,US-pacific northwest,10.545,75,651.4,11.4,claw and tail meat,hall,"Hall, R. A., E. G. Zook, and G. M. Meaburn. 1978. National Marine Fisheries Service Survey of Trace Elements in the Fishery Resource. https://spo.nmfs.noaa.gov/content/national-marine-fisheries-service-survey-trace-elements-fishery-resource.",NA,NA
cancer magister,crustacean,NA,US-pacific northwest,35.625,15,468.2,17.5,meat,hall,"Hall, R. A., E. G. Zook, and G. M. Meaburn. 1978. National Marine Fisheries Service Survey of Trace Elements in the Fishery Resource. https://spo.nmfs.noaa.gov/content/national-marine-fisheries-service-survey-trace-elements-fishery-resource.",NA,NA
caranx bartholomaei,finfish,NA,US-Florida,38.95,NA,NA,NA,NA,adams,"Adams, D. H., R. H. McMichael, Jr., and G. E. Henderson. 2003. Mercury levels in marine and estuarine fishes of Florida 1989â€“2001. Florida Marine Research Institute Technical Report TR-9. 2nd ed. rev. 57 pp.",NA,adams
caranx crysos,finfish,NA,US-gulf,19.95,50.8,304.7,9.4,muscle,hall,"Hall, R. A., E. G. Zook, and G. M. Meaburn. 1978. National Marine Fisheries Service Survey of Trace Elements in the Fishery Resource. https://spo.nmfs.noaa.gov/content/national-marine-fisheries-service-survey-trace-elements-fishery-resource.",NA,NA
caranx crysos,finfish,NA,US-Florida,17.1,NA,NA,NA,NA,adams,"Adams, D. H., R. H. McMichael, Jr., and G. E. Henderson. 2003. Mercury levels in marine and estuarine fishes of Florida 1989â€“2001. Florida Marine Research Institute Technical Report TR-9. 2nd ed. rev. 57 pp.",NA,adams
caranx hippos,finfish,NA,US-gulf,130.625,62.5,290.3,7,muscle,hall,"Hall, R. A., E. G. Zook, and G. M. Meaburn. 1978. National Marine Fisheries Service Survey of Trace Elements in the Fishery Resource. https://spo.nmfs.noaa.gov/content/national-marine-fisheries-service-survey-trace-elements-fishery-resource.",NA,NA
caranx hippos,finfish,NA,US-Florida,48.45,NA,NA,NA,NA,adams,"Adams, D. H., R. H. McMichael, Jr., and G. E. Henderson. 2003. Mercury levels in marine and estuarine fishes of Florida 1989â€“2001. Florida Marine Research Institute Technical Report TR-9. 2nd ed. rev. 57 pp.",NA,adams
caranx hippos,finfish,NA,US-Florida,26.6,NA,NA,NA,NA,adams,"Adams, D. H., R. H. McMichael, Jr., and G. E. Henderson. 2003. Mercury levels in marine and estuarine fishes of Florida 1989â€“2001. Florida Marine Research Institute Technical Report TR-9. 2nd ed. rev. 57 pp.",NA,adams
caranx hippos,finfish,NA,US-Florida,50.35,NA,NA,NA,NA,adams,"Adams, D. H., R. H. McMichael, Jr., and G. E. Henderson. 2003. Mercury levels in marine and estuarine fishes of Florida 1989â€“2001. Florida Marine Research Institute Technical Report TR-9. 2nd ed. rev. 57 pp.",NA,adams
caranx hippos,finfish,NA,US-Florida,92.15,NA,NA,NA,NA,adams,"Adams, D. H., R. H. McMichael, Jr., and G. E. Henderson. 2003. Mercury levels in marine and estuarine fishes of Florida 1989â€“2001. Florida Marine Research Institute Technical Report TR-9. 2nd ed. rev. 57 pp.",NA,adams
caranx hippos,finfish,NA,US-Florida,57.95,NA,NA,NA,NA,adams,"Adams, D. H., R. H. McMichael, Jr., and G. E. Henderson. 2003. Mercury levels in marine and estuarine fishes of Florida 1989â€“2001. Florida Marine Research Institute Technical Report TR-9. 2nd ed. rev. 57 pp.",NA,adams
caranx melampygus,finfish,NA,US-hawaii,48.925,25,289,6,muscle,hall,"Hall, R. A., E. G. Zook, and G. M. Meaburn. 1978. National Marine Fisheries Service Survey of Trace Elements in the Fishery Resource. https://spo.nmfs.noaa.gov/content/national-marine-fisheries-service-survey-trace-elements-fishery-resource.",NA,NA
carcharhinus acronotus,finfish,shark-blacknose,US-Gulf,50.35,NA,NA,NA,NA,karimi,"Hueter RE, Fong WG, Henderson G, French MF, Manire CA. 1995. Methylmercury concentration in shark muscle by species, size and distribution of sharks in Florida coastal waters. Water Air Soil Pollut 80(1-4):893-899.",2,karimi
carcharhinus acronotus,finfish,shark-blacknose,US,151.525,NA,NA,NA,NA,karimi,USEPA (U.S. Environmental Protection Agency). 2011a. National Listing of Fish Advisories. Available: http://map1.epa.gov [accessed 14 September 2011].,1,karimi
carcharhinus acronotus,finfish,NA,US-Florida,33.25,NA,NA,NA,NA,adams,"Adams, D. H., R. H. McMichael, Jr., and G. E. Henderson. 2003. Mercury levels in marine and estuarine fishes of Florida 1989â€“2001. Florida Marine Research Institute Technical Report TR-9. 2nd ed. rev. 57 pp.",NA,adams
carcharhinus acronotus,finfish,NA,US-Florida,55.1,NA,NA,NA,NA,adams,"Adams, D. H., R. H. McMichael, Jr., and G. E. Henderson. 2003. Mercury levels in marine and estuarine fishes of Florida 1989â€“2001. Florida Marine Research Institute Technical Report TR-9. 2nd ed. rev. 57 pp.",NA,adams
carcharhinus brevipinna,finfish,shark-spinner,US-Atlantic,8.55,NA,NA,NA,NA,karimi,"Hueter RE, Fong WG, Henderson G, French MF, Manire CA. 1995. Methylmercury concentration in shark muscle by species, size and distribution of sharks in Florida coastal waters. Water Air Soil Pollut 80(1-4):893-899.",1,karimi
carcharhinus brevipinna,finfish,shark-spinner,US-Gulf,71.25,NA,NA,NA,NA,karimi,"Hueter RE, Fong WG, Henderson G, French MF, Manire CA. 1995. Methylmercury concentration in shark muscle by species, size and distribution of sharks in Florida coastal waters. Water Air Soil Pollut 80(1-4):893-899.",3,karimi
carcharhinus brevipinna,finfish,shark-spinner,US,114,NA,NA,NA,NA,karimi,USEPA (U.S. Environmental Protection Agency). 2011a. National Listing of Fish Advisories. Available: http://map1.epa.gov [accessed 14 September 2011].,1,karimi
carcharhinus brevipinna,finfish,NA,US-Florida,57.95,NA,NA,NA,NA,adams,"Adams, D. H., R. H. McMichael, Jr., and G. E. Henderson. 2003. Mercury levels in marine and estuarine fishes of Florida 1989â€“2001. Florida Marine Research Institute Technical Report TR-9. 2nd ed. rev. 57 pp.",NA,adams
carcharhinus falciformis,finfish,shark-silky,US-Atlantic,85.5,NA,NA,NA,NA,karimi,"Hueter RE, Fong WG, Henderson G, French MF, Manire CA. 1995. Methylmercury concentration in shark muscle by species, size and distribution of sharks in Florida coastal waters. Water Air Soil Pollut 80(1-4):893-899.",1,karimi
