"species_name","seanuts_id2","subgroup","nutrient","concentration","dri_per"
"Pollachius virens",254,"finfish","calcium",10,0.833333
"Prochilodus reticulatus magdalenae",202,"finfish","calcium",19,1.58333
"Protonibea diacanthus",213,"finfish","calcium",14.5,1.20833
"Pseudoplatystoma fasciatum",180,"finfish","calcium",24.5,2.04167
"Rastrelliger kanagurta",171,"finfish","calcium",30.3,2.525
"Reinhardtius hippoglossoides",279,"finfish","calcium",5.9,0.491667
"Rutilus frisii kutum",269,"finfish","calcium",7.59,0.6325
"Salvelinus alpinus alpinus",245,"finfish","calcium",11,0.916667
"Salvelinus alpinus alpinus",272,"finfish","calcium",7,0.583333
"Sander lucioperca",216,"finfish","calcium",14.16,1.18
"Sarda sarda",67,"finfish","calcium",83.49,6.9575
"Sarda sarda",70,"finfish","calcium",79.2,6.6
"Sarda sarda",79,"finfish","calcium",71.08,5.92333
"Sarda sarda",82,"finfish","calcium",70.05,5.8375
"Sarda sarda",95,"finfish","calcium",63.77,5.31417
"Sarda sarda",118,"finfish","calcium",59.39,4.94917
"Sarda sarda",140,"finfish","calcium",50.53,4.21083
"Sarda sarda",190,"finfish","calcium",21.29,1.77417
"Sarda sarda",191,"finfish","calcium",21.28,1.77333
"Sarda sarda",192,"finfish","calcium",21.17,1.76417
"Sarda sarda",195,"finfish","calcium",20.38,1.69833
"Sarda sarda",230,"finfish","calcium",12.16,1.01333
"Sardinella fimbriata",138,"finfish","calcium",51.4,4.28333
"Scardinius erythrophthalmus",106,"finfish","calcium",61,5.08333
"Scardinius erythrophthalmus",123,"finfish","calcium",58,4.83333
"Scoliodon laticaudus",200,"finfish","calcium",19.3,1.60833
"Scomberomorus guttatus",165,"finfish","calcium",35.3,2.94167
"Sebastes caurinus",224,"finfish","calcium",13,1.08333
"Sebastes mentella Travin, 1951_",233,"finfish","calcium",12,1
"Silurus glanis",176,"finfish","calcium",27,2.25
"Silurus glanis",182,"finfish","calcium",24,2
"Solea solea",71,"finfish","calcium",78.7263,6.56052
"Solea solea",81,"finfish","calcium",70.4694,5.87245
"Solea solea",99,"finfish","calcium",62.5988,5.21657
"Solea solea",151,"finfish","calcium",44.2052,3.68377
"Tachysurus fulvidraco",276,"finfish","calcium",6.2,0.516667
"Tenualosa ilisha",88,"finfish","calcium",68.75,5.72917
"Tenualosa ilisha",94,"finfish","calcium",63.82,5.31833
"Tenualosa ilisha",96,"finfish","calcium",63.36,5.28
"Tenualosa ilisha",103,"finfish","calcium",62.31,5.1925
"Tenualosa ilisha",104,"finfish","calcium",61.21,5.10083
"Tenualosa ilisha",120,"finfish","calcium",59.05,4.92083
"Tenualosa ilisha",124,"finfish","calcium",57.78,4.815
"Tenualosa ilisha",128,"finfish","calcium",56.61,4.7175
"Tenualosa ilisha",129,"finfish","calcium",55.14,4.595
"Tenualosa ilisha",141,"finfish","calcium",50.29,4.19083
"Tenualosa ilisha",142,"finfish","calcium",49.82,4.15167
"Tenualosa ilisha",145,"finfish","calcium",47.01,3.9175
"Tenualosa ilisha",163,"finfish","calcium",35.5,2.95833
"Thryssa purava",154,"finfish","calcium",43,3.58333
"Thymallus arcticus",169,"finfish","calcium",31,2.58333
"Tinca tinca",92,"finfish","calcium",66,5.5
"Tinca tinca",114,"finfish","calcium",60,5
"Trachurus trachurus",27,"finfish","calcium",637.14,53.095
"Trachurus trachurus",33,"finfish","calcium",412.82,34.4017
"Trachurus trachurus",34,"finfish","calcium",400.87,33.4058
"Trachurus trachurus",42,"finfish","calcium",302.67,25.2225
"Trachurus trachurus",45,"finfish","calcium",297.8,24.8167
"Trachurus trachurus",50,"finfish","calcium",243.81,20.3175
"Trachurus trachurus",51,"finfish","calcium",235.96,19.6633
"Trachurus trachurus",54,"finfish","calcium",198.83,16.5692
"Trachurus trachurus",55,"finfish","calcium",156.5,13.0417
"Trachurus trachurus",57,"finfish","calcium",145.2,12.1
"Trachurus trachurus",58,"finfish","calcium",127.23,10.6025
"Trachurus trachurus",64,"finfish","calcium",105.61,8.80083
"Ucides cordatus",170,"crustacean","calcium",30.7511,2.56259
"Velesunio ambiguus",59,"mollusc","calcium",124,10.3333
"Carcinus maenus",1737,"crustacean","calcium",91.55,7.62917
"Litopenaeus vannamei",1680,"crustacean","calcium",24.7,2.05833
"Penaeus monodon",1679,"crustacean","calcium",25.9,2.15833
"Boreogadus saida",155,"finfish","calcium",43,3.58333
"Abramis brama",193,"finfish","calcium",20.92,1.74333
"Abramis brama",231,"finfish","calcium",12.11,1.00917
"Abramis brama",237,"finfish","calcium",11.6,0.966667
"Abramis brama",240,"finfish","calcium",11.46,0.955
"Acanthina monodon",1723,"mollusc","calcium",93,7.75
"Alosa sapidissima",214,"finfish","calcium",14.4,1.2
"Amblypharyngodon mola",22,"finfish","calcium",800,66.6667
"Aristeus antennatus",1677,"crustacean","calcium",121,10.0833
"Aulacomya ater",1724,"mollusc","calcium",102,8.5
"Barbodes gonionotus",28,"finfish","calcium",636.89,53.0742
"Barbonymus altus",16,"finfish","calcium",870.26,72.5217
"Boreogadus saida",1834,"finfish","calcium",43,3.58333
"Brama japonica",260,"finfish","calcium",8.8,0.733333
"Callinectes sapidus",1739,"crustacean","calcium",34.4,2.86667
"Callinectes sapidus",1749,"crustacean","calcium",149.2,12.4333
"Callinectes sapidus",1750,"crustacean","calcium",64.9,5.40833
"Channa marulius",3,"finfish","calcium",1306.45,108.871
"Channa micropeltes",10,"finfish","calcium",1085.84,90.4867
"Channa punctata",43,"finfish","calcium",300,25
"Cirrhinus cirrhosus",286,"finfish","calcium",0,0
"Coregonus albula",219,"finfish","calcium",14,1.16667
"Coregonus albula",229,"finfish","calcium",12.63,1.0525
"Coregonus autumnalis",1803,"finfish","calcium",11.2,0.933333
"Coregonus autumnalis",1819,"finfish","calcium",30,2.5
"Coregonus clupeaformis",1796,"finfish","calcium",5,0.416667
"Coregonus clupeaformis",1797,"finfish","calcium",5,0.416667
"Coregonus clupeaformis",1799,"finfish","calcium",7,0.583333
"Coregonus clupeaformis",1801,"finfish","calcium",7.6,0.633333
"Coregonus clupeaformis",1820,"finfish","calcium",40,3.33333
"Coregonus clupeaformis",1830,"finfish","calcium",26,2.16667
"Coregonus clupeaformis",1832,"finfish","calcium",36,3
"Coregonus spp",1817,"finfish","calcium",9.4,0.783333
"Corica soborna",35,"finfish","calcium",400,33.3333
"Crassostrea virginica",1740,"mollusc","calcium",61,5.08333
"Cyclocheilichthys apogon",8,"finfish","calcium",1130.22,94.185
"Dangila sp.",13,"finfish","calcium",926.25,77.1875
"Dermogenys pusilla",12,"finfish","calcium",976.77,81.3975
"Dermogenys pusilla juv.",7,"finfish","calcium",1174,97.8333
"Esomus danricus",21,"finfish","calcium",800,66.6667
"Esomus longimanus",25,"finfish","calcium",728.35,60.6958
"Esox lucius",236,"finfish","calcium",11.89,0.990833
"Esox lucius",248,"finfish","calcium",10.65,0.8875
"Esox lucius",249,"finfish","calcium",10.46,0.871667
"Esox lucius",1800,"finfish","calcium",7,0.583333
"Esox lucius",1802,"finfish","calcium",8,0.666667
"Esox lucius",1822,"finfish","calcium",63,5.25
"Esox lucius",1829,"finfish","calcium",19,1.58333
"Euryglossa panoides",11,"finfish","calcium",1032.53,86.0442
"Fissurella picta",1725,"mollusc","calcium",27,2.25
"Gadus macrocephalus",221,"finfish","calcium",13.3,1.10833
"Gadus macrocephalus",241,"finfish","calcium",11.3,0.941667
"Gadus macrocephalus",246,"finfish","calcium",10.8,0.9
"Haliotis cracherodii",168,"mollusc","calcium",31,2.58333
"Helostoma temminkii",5,"finfish","calcium",1225.15,102.096
"Hexaplex trunculus",1692,"mollusc","calcium",674.4,56.2
"Hexaplex trunculus",1693,"mollusc","calcium",860,71.6667
"Homarus americanus",144,"crustacean","calcium",47.3,3.94167
"Homarus americanus",172,"crustacean","calcium",29.3,2.44167
"Homarus americanus",207,"crustacean","calcium",17.3,1.44167
"Homarus gammarus",149,"crustacean","calcium",45.6,3.8
"Homarus gammarus",150,"crustacean","calcium",44.6,3.71667
"Homarus gammarus",166,"crustacean","calcium",33.5,2.79167
"Homarus gammarus",208,"crustacean","calcium",17.3,1.44167
"Loligo vulgaris",220,"mollusc","calcium",13.6,1.13333
"Lota lota",238,"finfish","calcium",11.59,0.965833
"Lota lota",1821,"finfish","calcium",40,3.33333
"Lota lota",1827,"finfish","calcium",8,0.666667
"Macrognathus aculeatus",53,"finfish","calcium",200,16.6667
"Maja brachydactyla",116,"crustacean","calcium",59.9,4.99167
"Maja brachydactyla",1691,"crustacean","calcium",59.9,4.99167
"Mercenaria mercenaria",1738,"mollusc","calcium",32.8,2.73333
"Meretrix lusoria",1732,"mollusc","calcium",39.849,3.32075
"Meretrix lusoria",1733,"mollusc","calcium",149.199,12.4333
"Meretrix lusoria",1734,"mollusc","calcium",95.346,7.9455
"Merluccius productus",250,"finfish","calcium",10.4,0.866667
"Merluccius productus",258,"finfish","calcium",9.2,0.766667
"Metacarcinus magister",52,"crustacean","calcium",219,18.25
"Metapenaeus monoceros",1676,"crustacean","calcium",60.44,5.03667
"Microstomus pacificus",196,"finfish","calcium",20.2,1.68333
"Microstomus pacificus",235,"finfish","calcium",11.9,0.991667
"Microstomus pacificus",239,"finfish","calcium",11.5,0.958333
"Mya spp",1811,"mollusc","calcium",172,14.3333
"Myoxocephalus spp",1812,"finfish","calcium",429,35.75
"Mytilus chilensis",1712,"mollusc","calcium",60,5
"Mytilus chilensis",1713,"mollusc","calcium",130,10.8333
"Mytilus chilensis",1714,"mollusc","calcium",150,12.5
"Mytilus chilensis",1715,"mollusc","calcium",120,10
"Mytilus chilensis",1722,"mollusc","calcium",60,5
"Mytilus chilensis",1726,"mollusc","calcium",68,5.66667
"Mytilus chilensis",1727,"mollusc","calcium",57,4.75
"Mytilus chilensis",1728,"mollusc","calcium",53,4.41667
"Mytilus edulis",177,"mollusc","calcium",26,2.16667
"Mytilus edulis",1810,"mollusc","calcium",85,7.08333
"Mytilus galloprovincialis",1778,"mollusc","calcium",53.1,4.425
"Mytilus galloprovincialis",1779,"mollusc","calcium",50.5,4.20833
"Mytilus galloprovincialis",1780,"mollusc","calcium",67.3,5.60833
"Mytilus galloprovincialis",1781,"mollusc","calcium",44.7,3.725
"Mytilus galloprovincialis",1782,"mollusc","calcium",73.2,6.1
"Mytilus galloprovincialis",1783,"mollusc","calcium",81.1,6.75833
"Mytilus galloprovincialis",1784,"mollusc","calcium",43.8,3.65
"Mytilus galloprovincialis",1785,"mollusc","calcium",65.5,5.45833
"Mytilus galloprovincialis",1786,"mollusc","calcium",42.9,3.575
"Mytilus galloprovincialis",1787,"mollusc","calcium",78.5,6.54167
"Nacella deaurata",1721,"mollusc","calcium",83,6.91667
"Nacella deaurata",1729,"mollusc","calcium",105,8.75
"Nacella deaurata",1730,"mollusc","calcium",74,6.16667
"Nacella deaurata",1731,"mollusc","calcium",63,5.25
"Nephrops norvegicus",62,"crustacean","calcium",110,9.16667
"Nephrops norvegicus",65,"crustacean","calcium",90,7.5
"Octopus vulgaris",189,"mollusc","calcium",21.3,1.775
"Oncorhynchus gorbuscha",173,"finfish","calcium",29,2.41667
"Oncorhynchus keta",152,"finfish","calcium",44,3.66667
"Oncorhynchus kisutch",91,"finfish","calcium",66,5.5
"Oncorhynchus kisutch",266,"finfish","calcium",8,0.666667
"Oncorhynchus mykiss",153,"finfish","calcium",43,3.58333
"Oncorhynchus nerka",136,"finfish","calcium",52,4.33333
"Oncorhynchus tshawytscha",178,"finfish","calcium",26,2.16667
"Oncorhyncus spp",1826,"finfish","calcium",6,0.5
"Osteochilus hasselti",9,"finfish","calcium",1103.31,91.9425
"Ostrea edulis",1770,"mollusc","calcium",236.8,19.7333
"Ostrea edulis",1771,"mollusc","calcium",91.3,7.60833
"Ostrea edulis",1772,"mollusc","calcium",128.3,10.6917
"Ostrea edulis",1773,"mollusc","calcium",205.5,17.125
"Ostrea edulis",1774,"mollusc","calcium",133.6,11.1333
"Ostrea edulis",1775,"mollusc","calcium",60.6,5.05
"Ostrea edulis",1776,"mollusc","calcium",261.6,21.8
"Ostrea edulis",1777,"mollusc","calcium",126.7,10.5583
"Parachela siamensis",24,"finfish","calcium",777.84,64.82
"Parambassis ranga",14,"finfish","calcium",900,75
"Parambassis wolffii",4,"finfish","calcium",1252.61,104.384
"Penaeus semisulcatus",1671,"crustacean","calcium",59.5,4.95833
"Penaeus semisulcatus",1672,"crustacean","calcium",60.3,5.025
"Penaeus semisulcatus",1673,"crustacean","calcium",60.3,5.025
"Penaeus semisulcatus",1674,"crustacean","calcium",61.1,5.09167
"Penaeus semisulcatus",1675,"crustacean","calcium",60.28,5.02333
"Perca fluviatilis",203,"finfish","calcium",18.29,1.52417
"Perca fluviatilis",209,"finfish","calcium",17.27,1.43917
"Perca fluviatilis",243,"finfish","calcium",11.1,0.925
"Perca fluviatilis",251,"finfish","calcium",10.2,0.85
"Perca fluviatilis",261,"finfish","calcium",8.8,0.733333
"Perunytitus purpuratus",1716,"mollusc","calcium",180,15
"Perunytitus purpuratus",1717,"mollusc","calcium",140,11.6667
"Perunytitus purpuratus",1718,"mollusc","calcium",150,12.5
"Perunytitus purpuratus",1719,"mollusc","calcium",150,12.5
"Perunytitus purpuratus",1720,"mollusc","calcium",100,8.33333
"Pinctada radiata",1760,"mollusc","calcium",58.4984,4.87487
"Pinctada radiata",1761,"mollusc","calcium",79.8921,6.65768
"Pinctada radiata",1762,"mollusc","calcium",87.3401,7.27834
"Pinctada radiata",1763,"mollusc","calcium",64.182,5.3485
"Pinctada radiata",1764,"mollusc","calcium",42.1851,3.51543
"Pinctada radiata",1765,"mollusc","calcium",37.237,3.10309
"Placopectens magellanicus",1741,"mollusc","calcium",9.2,0.766667
"Platichthys stellatus",204,"finfish","calcium",18,1.5
"Pleurogrammus monopterygius",217,"finfish","calcium",14.1,1.175
"Portunus pelagicus",1751,"crustacean","calcium",150.9,12.575
"Portunus pelagicus",1752,"crustacean","calcium",87.6,7.3
"Puntioplites proctozystron",17,"finfish","calcium",851.73,70.9775
"Puntius sophore",23,"finfish","calcium",800,66.6667
"Rasbora tornieri",19,"finfish","calcium",812.59,67.7158
"Rutilus rutilus",186,"finfish","calcium",21.63,1.8025
"Rutilus rutilus",199,"finfish","calcium",19.5,1.625
"Rutilus rutilus",201,"finfish","calcium",19.12,1.59333
"Rutilus rutilus",223,"finfish","calcium",13.02,1.085
"Rutilus rutilus",227,"finfish","calcium",12.78,1.065
"Salvelinus namaycush",1794,"finfish","calcium",3,0.25
"Salvelinus namaycush",1795,"finfish","calcium",3.1,0.258333
"Salvelinus namaycush",1798,"finfish","calcium",5,0.416667
"Salvelinus namaycush",1804,"finfish","calcium",12.7,1.05833
"Salvelinus namaycush",1816,"finfish","calcium",7,0.583333
"Salvelinus namaycush",1833,"finfish","calcium",38,3.16667
"Salvelinus naresi",1809,"finfish","calcium",7,0.583333
"Salvelinus naresi",1828,"finfish","calcium",11,0.916667
"Saxidomus gigantea",148,"mollusc","calcium",46,3.83333
"Sebastes ruberrimus",167,"finfish","calcium",32,2.66667
"Sepia officinalis",1662,"mollusc","calcium",13.4,1.11667
"Stenodus leucichthys",1818,"finfish","calcium",10,0.833333
"Theragra chalcogramma",215,"finfish","calcium",14.2,1.18333
"Theragra chalcogramma",225,"finfish","calcium",13,1.08333
"Theragra chalcogramma",256,"finfish","calcium",9.9,0.825
"Thymallus arcticus",1831,"finfish","calcium",31,2.58333
"Lobatus galeatus",1664,"mollusc","zinc",2,18.1818
"Lobatus galeatus",1665,"mollusc","zinc",8.7,79.0909
"Lobatus galeatus",1666,"mollusc","zinc",2.5,22.7273
"Patagonotothen ramsayi",264,"finfish","zinc",0.6825,6.20455
"Portunus pelagicus",60,"crustacean","zinc",2.3,20.9091
"Portunus pelagicus",61,"crustacean","zinc",2.6,23.6364
"Sander lucioperca",68,"finfish","zinc",0.71,6.45455
"Sander lucioperca",73,"finfish","zinc",0.582,5.29091
"Anabas testudineus",1964,"finfish","zinc",0.6,5.45455
"Aphanopus carbo",218,"finfish","zinc",0.5,4.54545
"Aphanopus carbo",234,"finfish","zinc",0.27,2.45455
"Botia dario",1971,"finfish","zinc",4,36.3636
"Chamelea gallina",40,"mollusc","zinc",1.38,12.5455
"Chamelea gallina",41,"mollusc","zinc",1.28,11.6364
"Chamelea gallina",49,"mollusc","zinc",1.23,11.1818
"Chamelea gallina",56,"mollusc","zinc",0.91,8.27273
"Chamelea gallina",90,"mollusc","zinc",1.48,13.4545
"Channa striata",80,"finfish","zinc",0.7,6.36364
"Cipangopaludina chinensis",6,"mollusc","zinc",8.1,73.6364
"Clarias batrachus",44,"finfish","zinc",0.9,8.18182
"Coregonus clupeaformis",270,"finfish","zinc",0.4,3.63636
"Coregonus clupeaformis",280,"finfish","zinc",0.4,3.63636
"Coregonus clupeaformis",281,"finfish","zinc",0.6,5.45455
"Coregonus lavaretus",161,"finfish","zinc",0.541,4.91818
"Coregonus lavaretus",164,"finfish","zinc",0.583,5.3
"Coregonus lavaretus",175,"finfish","zinc",0.7025,6.38636
"Dentex sp.",48,"finfish","zinc",0.61166,5.56055
"Dicentrarchus labrax",520,"finfish","zinc",1.0682,9.71091
"Esox lucius",265,"finfish","zinc",1,9.09091
"Esox lucius",271,"finfish","zinc",1.1,10
"Liza parsia",1999,"finfish","zinc",0.84,7.63636
"Maja brachydactyla",72,"crustacean","zinc",6.28,57.0909
"Maja brachydactyla",183,"crustacean","zinc",5.15,46.8182
"Monopterus albus",30,"finfish","zinc",1.4,12.7273
"Ompok pabda",1968,"finfish","zinc",0.9,8.18182
"Pagellus bogaraveo",86,"finfish","zinc",0.356,3.23636
"Pagellus bogaraveo",93,"finfish","zinc",0.256,2.32727
"Pagellus bogaraveo",158,"finfish","zinc",0.263,2.39091
"Pagrus pagrus",867,"finfish","zinc",0.61,5.54545
"Pangasianodon hypophthalmus",1989,"finfish","zinc",0.65,5.90909
"Pangasianodon hypophthalmus (juvenile)",1990,"finfish","zinc",1.1,10
"Perca fluviatilis",66,"finfish","zinc",0.584,5.30909
"Perca fluviatilis",102,"finfish","zinc",0.693,6.3
"Perca fluviatilis",147,"finfish","zinc",0.737,6.7
"Pomacea canaliculata",32,"mollusc","zinc",6.9,62.7273
"Potamon sp.",870,"crustacean","zinc",3.1,28.1818
"Psetta maxima",973,"finfish","zinc",0.12,1.09091
"Salvelinus fontinalis",228,"finfish","zinc",0.8,7.27273
"Salvelinus fontinalis",283,"finfish","zinc",0.8,7.27273
"Salvelinus namaycush",284,"finfish","zinc",0.5,4.54545
"Sardinella sp.",36,"finfish","zinc",1.56702,14.2456
"Tenualosa ilisha",1978,"finfish","zinc",1.2,10.9091
"Tenualosa ilisha (juvenile)",1979,"finfish","zinc",1.8,16.3636
"Tilapia pra",29,"finfish","zinc",1.3209,12.0082
"Ailia coila",1962,"finfish","zinc",1.2,10.9091
"Amblypharyngodon mola",1970,"finfish","zinc",4.2,38.1818
"Barbonymus gonionotus",1991,"finfish","zinc",1.8,16.3636
"Catla catla",1983,"finfish","zinc",1.1,10
"Channa marulius",1977,"finfish","zinc",0.6,5.45455
"Channa striatus",1980,"finfish","zinc",0.73,6.63636
"Chela cachius",1952,"finfish","zinc",4.7,42.7273
"Clarias batrachus",1966,"finfish","zinc",0.74,6.72727
"Colisa fasciata",1949,"finfish","zinc",2.3,20.9091
"Ctenopharyngodon idella",1987,"finfish","zinc",0.91,8.27273
"Cyprinus carpio",1986,"finfish","zinc",2.2,20
"Eleotris fusca",1965,"finfish","zinc",2,18.1818
"Eleutheronema tetradactylum",2000,"finfish","zinc",0.9,8.18182
"Glossogobius giuris",1948,"finfish","zinc",2.1,19.0909
"Heteropneustes fossilis",1972,"finfish","zinc",1.1,10
"Hyporhamphus limbatus",1955,"finfish","zinc",3.6,32.7273
"Johnius argentatus",1996,"finfish","zinc",2.1,19.0909
"Labeo rohita",1985,"finfish","zinc",1,9.09091
"Lepidocephalichthys guntea",1959,"finfish","zinc",2.5,22.7273
"Macrobrachium malcolmsonii",1982,"crustacean","zinc",3.3,30
"Maja brachydactyla",1688,"crustacean","zinc",6.28,57.0909
"Maja brachydactyla",1689,"crustacean","zinc",5.77,52.4545
"Maja brachydactyla",1690,"crustacean","zinc",5.15,46.8182
"Metapenaeus monoceros",1981,"crustacean","zinc",1.3,11.8182
"Mystus cavasius",1957,"finfish","zinc",1.3,11.8182
"Mytilus galloprovincialis",1709,"mollusc","zinc",2.3,20.9091
"Mytilus galloprovincialis",1710,"mollusc","zinc",2,18.1818
"Mytilus galloprovincialis",1711,"mollusc","zinc",1.76,16
"Mytilus galloprovincialis",1766,"mollusc","zinc",2.3,20.9091
"Mytilus galloprovincialis",1767,"mollusc","zinc",2,18.1818
"Mytilus galloprovincialis",1768,"mollusc","zinc",1.76,16
"Mytilus galloprovincialis",1769,"mollusc","zinc",4.69,42.6364
"Nandus nandus",1967,"finfish","zinc",1.6,14.5455
"Notopterus notopterus",1956,"finfish","zinc",1.6,14.5455
"Oreochromis niloticus",1992,"finfish","zinc",1.2,10.9091
"Oreochromis niloticus (juvenile)",1993,"finfish","zinc",1.4,12.7273
"Osteobrama cotio cotio",1954,"finfish","zinc",3.7,33.6364
"Ostrea edulis",1753,"mollusc","zinc",19.2468,174.971
"Ostrea edulis",1754,"mollusc","zinc",86.2042,783.675
"Ostrea edulis",1755,"mollusc","zinc",58.7299,533.908
"Ostrea edulis",1756,"mollusc","zinc",29.0114,263.74
"Ostrea edulis",1757,"mollusc","zinc",41.8197,380.179
"Ostrea edulis",1758,"mollusc","zinc",49.6959,451.781
"Ostrea edulis",1759,"mollusc","zinc",26.9619,245.108
"Pampus argenteus",1994,"finfish","zinc",0.66,6
"Platycephalus indicus",1998,"finfish","zinc",0.79,7.18182
"Puntius sophore",1887,"finfish","zinc",5.11,46.4545
"Scomberomorus guttatus",1997,"finfish","zinc",0.7,6.36364
"Sillaginopsis panijus",2001,"finfish","zinc",0.89,8.09091
"Stolephorus tri",1995,"finfish","zinc",3.1,28.1818
"Xenontedon cancila",1963,"finfish","zinc",1.9,17.2727
"Gasterochisma melampus",244,"finfish","zinc",0.5,4.54545
"Isurus oxyrinchus",232,"finfish","zinc",0.4,3.63636
"Lamna nasus",253,"finfish","zinc",0.4,3.63636
"Lampris guttatus",277,"finfish","zinc",0.3,2.72727
"Thunnus alalunga",205,"finfish","zinc",0.5,4.54545
"Xiphias gladius",159,"finfish","zinc",1.3,11.8182
"Abramis brama",131,"finfish","zinc",1,9.09091
"Abramis brama",134,"finfish","zinc",0.9,8.18182
"Anarhichas lupus",275,"finfish","zinc",0.78,7.09091
"Arctica islandica",98,"mollusc","zinc",0.84,7.63636
"Aspius aspius",83,"finfish","zinc",0.6,5.45455
"Aspius aspius",84,"finfish","zinc",0.7,6.36364
"Bivalvia",1630,"mollusc","zinc",1.18955,10.8141
"Caranx ignobilis",259,"finfish","zinc",2.5,22.7273
"Carassius carassius",121,"finfish","zinc",0.6,5.45455
"Carassius carassius",126,"finfish","zinc",0.5,4.54545
"Catla catla",194,"finfish","zinc",2,18.1818
"Channa marulius",252,"finfish","zinc",1.5,13.6364
"Chondrostoma nasus",127,"finfish","zinc",0.5,4.54545
"Chondrostoma nasus",132,"finfish","zinc",0.5,4.54545
"Clarias lazera",18,"finfish","zinc",8,72.7273
"Clupeonella cultriventris caspia",181,"finfish","zinc",0.503116,4.57378
"Coregonus clupeaformis",162,"finfish","zinc",0.45,4.09091
"Coregonus clupeaformis",179,"finfish","zinc",0.6,5.45455
"Crassostrea rhizophorae",222,"mollusc","zinc",11.8711,107.919
"Cyclopterus lumpus",257,"finfish","zinc",1.163,10.5727
"Cyclopterus lumpus",267,"finfish","zinc",0.61,5.54545
"Cyprinus carpio",85,"finfish","zinc",0.9,8.18182
"Cyprinus carpio",135,"finfish","zinc",0.9,8.18182
"Cyprinus carpio",188,"finfish","zinc",0.165168,1.50153
"Cyprinus carpio",506,"finfish","zinc",1.25,11.3636
"Gadus morhua",263,"finfish","zinc",0.34,3.09091
"Harpadon nehereus",197,"finfish","zinc",2.7,24.5455
"Labeo rohita",226,"finfish","zinc",1.3,11.8182
"Lates calcarifer",262,"finfish","zinc",1.1,10
"Leptomelanosoma indicum",282,"finfish","zinc",1.5,13.6364
"Leuciscus cephalus",97,"finfish","zinc",0.5,4.54545
"Leuciscus cephalus",111,"finfish","zinc",0.5,4.54545
"Leuciscus idus",112,"finfish","zinc",0.6,5.45455
"Leuciscus idus",113,"finfish","zinc",0.5,4.54545
"Liza aurata",274,"finfish","zinc",0.193032,1.75484
"Liza ramada",671,"finfish","zinc",0.486213,4.42012
"Liza ramada",672,"finfish","zinc",0.404644,3.67858
"Liza ramada",673,"finfish","zinc",0.425372,3.86702
"Lucioperca lucioperca",130,"finfish","zinc",0.9,8.18182
"Lucioperca lucioperca",139,"finfish","zinc",0.7,6.36364
"Melanogrammus aeglefinus",268,"finfish","zinc",0.29,2.63636
"Merlangius merlangus",75,"finfish","zinc",1.2857,11.6882
"Merlangius merlangus",122,"finfish","zinc",1.5099,13.7264
"Merlangius merlangus",125,"finfish","zinc",1.4984,13.6218
"Merlangius merlangus",146,"finfish","zinc",1.115,10.1364
"Mormyrus rume",38,"finfish","zinc",6,54.5455
"Mugil cephalus",210,"finfish","zinc",2.2,20
"Mullus surmuletus",100,"finfish","zinc",1.1739,10.6718
"Mullus surmuletus",107,"finfish","zinc",3.0927,28.1155
"Mullus surmuletus",133,"finfish","zinc",1.1905,10.8227
"Mullus surmuletus",137,"finfish","zinc",1.4933,13.5755
"Muraenesox bagio",242,"finfish","zinc",1.7,15.4545
"Mytella sp.",89,"mollusc","zinc",1.26503,11.5002
"Nemipterus japonicus",212,"finfish","zinc",1.8,16.3636
"Nephrops norvegicus",77,"crustacean","zinc",1.05,9.54545
"Oncorhynchus nerka",157,"finfish","zinc",2,18.1818
"Oncorhynchus nerka",160,"finfish","zinc",0.4,3.63636
"Oncorhynchus nerka",273,"finfish","zinc",0.4,3.63636
"Oncorhynchus nerka",278,"finfish","zinc",0.5,4.54545
"Oreochromis niloticus",15,"finfish","zinc",7,63.6364
"Pampus argenteus",187,"finfish","zinc",1.5,13.6364
"Parastromateus niger",184,"finfish","zinc",1.1,10
"Perca flavescens",285,"finfish","zinc",0.135388,1.2308
"Pila sp.",20,"mollusc","zinc",12,109.091
"Pleuronectes platessa",174,"finfish","zinc",0.48,4.36364
"Pollachius virens",254,"finfish","zinc",0.38,3.45455
"Protonibea diacanthus",213,"finfish","zinc",1.4,12.7273
"Rastrelliger kanagurta",171,"finfish","zinc",2.3,20.9091
"Reinhardtius hippoglossoides",279,"finfish","zinc",0.32,2.90909
"Rutilus frisii kutum",269,"finfish","zinc",0.150696,1.36996
"Salvelinus alpinus alpinus",245,"finfish","zinc",0.4,3.63636
"Salvelinus alpinus alpinus",272,"finfish","zinc",0.6,5.45455
"Sander lucioperca",216,"finfish","zinc",0.074482,0.677109
"Sander lucioperca",1003,"finfish","zinc",1.32,12
"Sarda sarda",67,"finfish","zinc",2.3925,21.75
"Sarda sarda",70,"finfish","zinc",0.2116,1.92364
"Sarda sarda",79,"finfish","zinc",0.513,4.66364
"Sarda sarda",82,"finfish","zinc",0.412,3.74545
"Sarda sarda",95,"finfish","zinc",1.7805,16.1864
"Sarda sarda",118,"finfish","zinc",1.4589,13.2627
"Sarda sarda",140,"finfish","zinc",1.5755,14.3227
"Sarda sarda",190,"finfish","zinc",1.8137,16.4882
"Sarda sarda",191,"finfish","zinc",0.4969,4.51727
"Sarda sarda",192,"finfish","zinc",0.456,4.14545
"Sarda sarda",195,"finfish","zinc",0.1195,1.08636
"Sarda sarda",230,"finfish","zinc",0.5549,5.04455
