Order,Family,Species,Occurrence,FishBase name,Name
Perciformes,Bramidae,Brama orcini,native ,Bigtooth pomfret ,
Gadiformes,Bregmacerotidae,Bregmaceros atlanticus,native ,Antenna codlet ,
Gadiformes,Bregmacerotidae,Bregmaceros cayorum,native ,,
Rajiformes,Rajidae,Breviraja claramaculata,native ,Brightspot skate ,
Clupeiformes,Clupeidae,Brevoortia gunteri,native ,Finescale menhaden ,Menhaden 
Clupeiformes,Clupeidae,Brevoortia patronus,native ,Gulf menhaden ,Largescale menhaden 
Clupeiformes,Clupeidae,Brevoortia smithi,native ,Yellowfin menhaden ,Menhaden 
Clupeiformes,Clupeidae,Brevoortia tyrannus,native ,Atlantic menhaden ,Bugfish 
Perciformes,Labrisomidae,Brockius nigricinctus,native ,Spotcheek blenny ,
Gadiformes,Lotidae,Brosme brosme,native ,Tusk ,
Ophidiiformes,Bythitidae,Brosmophycis marginata,native ,Red brotula ,
Ophidiiformes,Ophidiidae,Brotula barbata,native ,Bearded brotula ,
Syngnathiformes,Syngnathidae,Bryx dunckeri,native ,Pugnose pipefish ,
Ophidiiformes,Bythitidae,Bythites gerdae,native ,,
Cypriniformes,Cyprinidae,Cabdio penna,native ,Sheepshead porgy ,Pez de pluma 
Perciformes,Sparidae,Calamus arctifrons,native ,Grass porgy ,Shad porgy 
Perciformes,Sparidae,Calamus bajonado,native ,Jolthead porgy ,Bajonado 
Perciformes,Sparidae,Calamus brachysomus,native ,Pacific porgy ,
Perciformes,Sparidae,Calamus calamus,native ,Saucereye porgy ,
Perciformes,Sparidae,Calamus leucosteus,native ,Whitebone porgy ,
Perciformes,Sparidae,Calamus nodosus,native ,Knobbed porgy ,
Perciformes,Sparidae,Calamus proridens,native ,Littlehead porgy ,
Anguilliformes,Ophichthidae,Callechelys guineensis,native ,Shorttail snake eel ,
Anguilliformes,Ophichthidae,Callechelys muraena,native ,Blotched snake eel ,
Anguilliformes,Ophichthidae,Callechelys springeri,native ,Ridgefin eel ,
Perciformes,Callionymidae,Callionymus bairdi,native ,Lancer dragonet ,Baird’s dragonet 
Cypriniformes,Cyprinidae,Campostoma anomalum,native ,Central stoneroller ,
Cypriniformes,Cyprinidae,Campostoma oligolepis,native ,Largescale stoneroller ,
Cypriniformes,Cyprinidae,Campostoma ornatum,native ,Mexican stoneroller ,
Cypriniformes,Cyprinidae,Campostoma pauciradii,native ,Bluefin stoneroller ,
Cypriniformes,Cyprinidae,Campostoma pullum,native ,,Central stoneroller 
Cypriniformes,Cyprinidae,Campostoma spadiceum,native ,Highland stoneroller ,
Tetraodontiformes,Monacanthidae,Cantherhines macrocerus,native ,American whitespotted filefish ,
Tetraodontiformes,Monacanthidae,Cantherhines pullus,native ,Orangespotted filefish ,
Tetraodontiformes,Balistidae,Canthidermis maculata,native ,Rough triggerfish ,
Tetraodontiformes,Balistidae,Canthidermis sufflamen,native ,Ocean triggerfish ,
Tetraodontiformes,Tetraodontidae,Canthigaster jamestyleri,native ,Goldface toby ,
Tetraodontiformes,Tetraodontidae,Canthigaster rostrata,native ,Caribbean sharpnose-puffer ,Caribbean sharpnose-puffer 
Anguilliformes,Ophichthidae,Caralophia loxochila,native ,Slantlip eel ,
Perciformes,Carangidae,Carangoides bartholomaei,native ,Yellow jack ,Jack 
Perciformes,Carangidae,Caranx caballus,native ,Green jack ,Jack 
Perciformes,Carangidae,Caranx caninus,native ,Pacific crevalle jack ,
Perciformes,Carangidae,Caranx crysos,native ,Blue runner ,Crevalle 
Perciformes,Carangidae,Caranx hippos,native ,Crevalle jack ,Horse crevalle 
Perciformes,Carangidae,Caranx latus,native ,Horse-eye jack ,Jurel 
Perciformes,Carangidae,Caranx lugubris,native ,Black jack ,Jack 
Perciformes,Carangidae,Caranx ruber,native ,Bar jack ,Neverbite 
Ophidiiformes,Carapidae,Carapus bermudensis,native ,Pearlfish ,Atlantic pearlfish 
Cypriniformes,Cyprinidae,Carassius auratus,introduced ,Goldfish ,
Carcharhiniformes,Carcharhinidae,Carcharhinus acronotus,native ,Blacknose shark ,
Carcharhiniformes,Carcharhinidae,Carcharhinus altimus,native ,Bignose shark ,
Carcharhiniformes,Carcharhinidae,Carcharhinus brachyurus,native ,Copper shark ,Bronze 
Carcharhiniformes,Carcharhinidae,Carcharhinus brevipinna,native ,Spinner shark ,Great blacktip shark 
Carcharhiniformes,Carcharhinidae,Carcharhinus falciformis,native ,Silky shark ,Shark 
Carcharhiniformes,Carcharhinidae,Carcharhinus isodon,native ,Finetooth shark ,Night shark 
Carcharhiniformes,Carcharhinidae,Carcharhinus leucas,native ,Bull shark ,Cub shark 
Carcharhiniformes,Carcharhinidae,Carcharhinus limbatus,native ,Blacktip shark ,Shark 
Carcharhiniformes,Carcharhinidae,Carcharhinus longimanus,native ,Oceanic whitetip shark ,Nigano shark 
Carcharhiniformes,Carcharhinidae,Carcharhinus obscurus,native ,Dusky shark ,Shark 
Carcharhiniformes,Carcharhinidae,Carcharhinus perezii,native ,Caribbean reef shark ,Shark 
Carcharhiniformes,Carcharhinidae,Carcharhinus plumbeus,native ,Sandbar shark ,Brown shark 
Carcharhiniformes,Carcharhinidae,Carcharhinus porosus,native ,Smalltail shark ,Shark 
Carcharhiniformes,Carcharhinidae,Carcharhinus signatus,native ,Night shark ,Shark 
Lamniformes,Odontaspididae,Carcharias taurus,native ,Sand tiger shark ,Dogfish shark 
Lamniformes,Lamnidae,Carcharodon carcharias,native ,Great white shark ,Great white shark 
Scorpaeniformes,Liparidae,Careproctus cypselurus,native ,Falcate snailfish ,
Scorpaeniformes,Liparidae,Careproctus filamentosus,native ,,
Scorpaeniformes,Liparidae,Careproctus gilberti,native ,Smalldisk snailfish ,
Scorpaeniformes,Liparidae,Careproctus longifilis,native ,Stippled snailfish ,
Scorpaeniformes,Liparidae,Careproctus melanurus,native ,Blacktail snailfish ,
Scorpaeniformes,Liparidae,Careproctus microstomus,native ,,
Scorpaeniformes,Liparidae,Careproctus oregonensis,native ,Smallfin snailfish ,
Scorpaeniformes,Liparidae,Careproctus ovigerus,native ,Abyssal snailfish ,
Scorpaeniformes,Liparidae,Careproctus ranula,native ,Scotian snailfish ,
Perciformes,Caristiidae,Caristius macropus,native ,Manefish ,Bigmouth veilfin 
Cypriniformes,Catostomidae,Carpiodes carpio,native ,River carpsucker ,
Cypriniformes,Catostomidae,Carpiodes cyprinus,native ,Quillback ,
Cypriniformes,Catostomidae,Carpiodes velifer,endemic ,Highfin carpsucker ,
Ophidiiformes,Bythitidae,Cataetyx rubrirostris,native ,Rubynose brotula ,Rubynose brotula 
Cypriniformes,Catostomidae,Catostomus ardens,native ,Utah sucker ,
Cypriniformes,Catostomidae,Catostomus bondi,native ,,
Cypriniformes,Catostomidae,Catostomus catostomus,native ,Longnose sucker ,Kw'ekw'mús 
Cypriniformes,Catostomidae,Catostomus clarkii,native ,Desert sucker ,White River sucker 
Cypriniformes,Catostomidae,Catostomus columbianus,native ,Bridgelip sucker ,Pept'égpuskn 
Cypriniformes,Catostomidae,Catostomus commersonii,native ,White sucker ,Black mullet 
Cypriniformes,Catostomidae,Catostomus discobolus,endemic ,Bluehead sucker ,Zuni bluehead sucker 
Cypriniformes,Catostomidae,Catostomus fumeiventris,endemic ,Owens sucker ,
Cypriniformes,Catostomidae,Catostomus insignis,native ,Sonora sucker ,
Cypriniformes,Catostomidae,Catostomus latipinnis,endemic ,Flannelmouth sucker ,
Cypriniformes,Catostomidae,Catostomus macrocheilus,native ,Largescale sucker ,Kixwix 
Cypriniformes,Catostomidae,Catostomus microps,endemic ,Modoc sucker ,
Cypriniformes,Catostomidae,Catostomus occidentalis,native ,Sacramento sucker ,Goose Lake sucker 
Cypriniformes,Catostomidae,Catostomus platyrhynchus,native ,Mountain sucker ,
Cypriniformes,Catostomidae,Catostomus plebeius,native ,Rio Grande sucker ,
Cypriniformes,Catostomidae,Catostomus rimiculus,endemic ,Jenny creek sucker ,Jenny Creek sucker 
Cypriniformes,Catostomidae,Catostomus santaanae,endemic ,Santa Ana sucker ,
Cypriniformes,Catostomidae,Catostomus snyderi,endemic ,Klamath largescale sucker ,
Cypriniformes,Catostomidae,Catostomus tahoensis,native ,Tahoe sucker ,
Cypriniformes,Catostomidae,Catostomus tsiltcoosensis,native ,Tyee sucker ,Tyee sucker 
Cypriniformes,Catostomidae,Catostomus utawana,endemic ,Summer sucker ,
Cypriniformes,Catostomidae,Catostomus warnerensis,endemic ,Warner sucker ,
Perciformes,Malacanthidae,Caulolatilus chrysops,native ,Atlantic goldeneye tilefish ,
Perciformes,Malacanthidae,Caulolatilus cyanops,native ,Blackline tilefish ,
Perciformes,Malacanthidae,Caulolatilus intermedius,native ,Gulf bareye tilefish ,
Perciformes,Malacanthidae,Caulolatilus microps,native ,Grey tilefish ,
Perciformes,Malacanthidae,Caulolatilus princeps,native ,Ocean whitefish ,
Perciformes,Stichaeidae,Cebidichthys violaceus,native ,Monkeyface prickleback ,Monkey-face eel 
Perciformes,Centrarchidae,Centrarchus macropterus,endemic ,Flier ,Flier bream 
Myctophiformes,Myctophidae,Centrobranchus nigroocellatus,native ,Roundnose lanternfish ,Roundnose lanternfish 
Perciformes,Draconettidae,Centrodraco acanthopoma,native ,North Atlantic slope dragonet ,
Perciformes,Centrolophidae,Centrolophus niger,native ,Rudderfish ,
Squaliformes,Centrophoridae,Centrophorus granulosus,native ,Gulper shark ,
Squaliformes,Centrophoridae,Centrophorus uyato,native ,Little gulper shark ,
Perciformes,Centropomidae,Centropomus ensiferus,native ,Swordspine snook ,Sworspine snook 
Perciformes,Centropomidae,Centropomus parallelus,native ,Fat snook ,Little snook 
Perciformes,Centropomidae,Centropomus pectinatus,native ,Tarpon snook ,
Perciformes,Centropomidae,Centropomus undecimalis,native ,Common snook ,Sergeant fish 
Perciformes,Serranidae,Centropristis fuscula,native ,Twospot sea bass ,
Perciformes,Serranidae,Centropristis ocyurus,native ,Bank sea bass ,Sea bass 
Perciformes,Serranidae,Centropristis philadelphica,native ,Rock sea bass ,Sea bass 
Perciformes,Serranidae,Centropristis striata,native ,Black seabass ,Sea bass 
Perciformes,Pomacanthidae,Centropyge argi,native ,Cherubfish ,
Perciformes,Pomacanthidae,Centropyge aurantonotus,native ,Flameback angelfish ,Flameback pygmy angelfish 
Squaliformes,Etmopteridae,Centroscyllium fabricii,native ,Black dogfish ,
Squaliformes,Etmopteridae,Centroscyllium nigrum,native ,Combtooth dogfish ,Granular dogfish 
Squaliformes,Somniosidae,Centroscymnus coelolepis,native ,Portuguese dogfish ,
Squaliformes,Somniosidae,Centroscymnus owstonii,native ,Roughskin dogfish ,
Perciformes,Serranidae,Cephalopholis cruentata,native ,Graysby ,Grouper 
Perciformes,Serranidae,Cephalopholis fulva,native ,Coney ,Grouper 
Carcharhiniformes,Scyliorhinidae,Cephaloscyllium ventriosum,native ,Swellshark ,
Lophiiformes,Ceratiidae,Ceratias holboelli,native ,Kroyer's deep-sea angler fish ,Northern seadevil 
Myctophiformes,Myctophidae,Ceratoscopelus maderensis,native ,Madeira lantern fish ,
Myctophiformes,Myctophidae,Ceratoscopelus townsendi,native ,Dogtooth lampfish ,Fangtooth lanternfish 
Myctophiformes,Myctophidae,Ceratoscopelus warmingii,native ,Warming's lantern fish ,
Perciformes,Microdesmidae,Cerdale floridana,native ,Pugjaw wormfish ,
Clupeiformes,Engraulidae,Cetengraulis mysticetus,native ,Pacific anchoveta ,Anchovy 
Cetomimiformes,Cetomimidae,Cetomimus gillii,native ,,
Lamniformes,Cetorhinidae,Cetorhinus maximus,native ,Basking shark ,Shark 
Cetomimiformes,Cetomimidae,Cetostoma regani,native ,Pink flabby whalefish ,Pink flabby whalefish 
Lophiiformes,Oneirodidae,Chaenophryne draco,native ,Smooth dreamer ,
Lophiiformes,Oneirodidae,Chaenophryne longiceps,native ,Can-opener smoothdream ,
Perciformes,Chaenopsidae,Chaenopsis alepidota,native ,Orangethroat pikeblenny ,
Perciformes,Chaenopsidae,Chaenopsis limbaughi,native ,Yellowface pikeblenny ,
Perciformes,Chaenopsidae,Chaenopsis ocellata,native ,Bluethroat pikeblenny ,
Perciformes,Chaenopsidae,Chaenopsis roseola,native ,Flecked pikeblenny ,Flecked pikeblenny 
Perciformes,Ephippidae,Chaetodipterus faber,native ,Atlantic spadefish ,Angelfish 
Perciformes,Ephippidae,Chaetodipterus zonatus,native ,Pacific spadefish ,
Perciformes,Chaetodontidae,Chaetodon capistratus,native ,Foureye butterflyfish ,
Perciformes,Chaetodontidae,Chaetodon ocellatus,native ,Spotfin butterflyfish ,
Perciformes,Chaetodontidae,Chaetodon sedentarius,native ,Reef butterflyfish ,
Perciformes,Chaetodontidae,Chaetodon striatus,native ,Banded butterflyfish ,
Perciformes,Channidae,Channa argus,introduced ,Snakehead ,Snakehead 
Perciformes,Channidae,Channa marulius,introduced ,Great snakehead ,
Perciformes,Channidae,Channa striata,introduced ,Striped snakehead ,Striped snakehead 
Gonorynchiformes,Chanidae,Chanos chanos,native ,Milkfish ,
Pleuronectiformes,Bothidae,Chascanopsetta lugubris,native ,Pelican flounder ,
Cypriniformes,Catostomidae,Chasmistes brevirostris,endemic ,Shortnose sucker ,
Cypriniformes,Catostomidae,Chasmistes cujus,native ,Cui-ui ,
Cypriniformes,Catostomidae,Chasmistes fecundus,native ,,
Cypriniformes,Catostomidae,Chasmistes liorus,endemic ,June sucker ,June sucker 
Cypriniformes,Catostomidae,Chasmistes muriei,native ,Snake River sucker ,
Perciformes,Blenniidae,Chasmodes bosquianus,native ,Striped blenny ,
Perciformes,Blenniidae,Chasmodes longimaxilla,native ,Stretchjaw blenny ,Longjaw blenny 
Perciformes,Blenniidae,Chasmodes saburrae,native ,Florida blenny ,
Stomiiformes,Stomiidae,Chauliodus danae,native ,Dana viperfish ,
Stomiiformes,Stomiidae,Chauliodus macouni,native ,Pacific viperfish ,
Stomiiformes,Stomiidae,Chauliodus sloani,native ,Sloane's viperfish ,Sloan's fangfish 
Lophiiformes,Chaunacidae,Chaunax stigmaeus,native ,Redeye gaper ,
Lophiiformes,Chaunacidae,Chaunax suttkusi,native ,,
Beloniformes,Exocoetidae,Cheilopogon cyanopterus,native ,Margined flyingfish ,Flyingfish 
Beloniformes,Exocoetidae,Cheilopogon exsiliens,native ,Bandwing flyingfish ,
Beloniformes,Exocoetidae,Cheilopogon furcatus,native ,Spotfin flyingfish ,Flyingfish 
Beloniformes,Exocoetidae,Cheilopogon hubbsi,native ,Blotchwing flyingfish ,Flyingfish 
Beloniformes,Exocoetidae,Cheilopogon melanurus,native ,Atlantic flyingfish ,Flyingfish 
Beloniformes,Exocoetidae,Cheilopogon pinnatibarbatus californicus,native ,California flyingfish ,Flyingfish 
Perciformes,Sciaenidae,Cheilotrema saturnum,native ,Black croaker ,Croaker 
Scorpaeniformes,Agonidae,Chesnonia verrucosa,native ,Warty poacher ,
Ophidiiformes,Ophidiidae,Chilara taylori,native ,Spotted cusk-eel ,
Tetraodontiformes,Diodontidae,Chilomycterus antennatus,native ,Bridled burrfish ,
Tetraodontiformes,Diodontidae,Chilomycterus antillarum,native ,Web burrfish ,
Tetraodontiformes,Diodontidae,Chilomycterus reticulatus,native ,Spotfin burrfish ,Spotted burrfish 
Tetraodontiformes,Diodontidae,Chilomycterus schoepfii,native ,Striped burrfish ,
Anguilliformes,Chlopsidae,Chilorhinus suensonii,native ,Seagrass eel ,
Perciformes,Stichaeidae,Chirolophis decoratus,native ,Decorated warbonnet ,
Perciformes,Stichaeidae,Chirolophis nugator,native ,Mosshead warbonnet ,
Stomiiformes,Stomiidae,Chirostomias pliopterus,native ,,
Scorpaeniformes,Cottidae,Chitonotus pugetensis,native ,Roughback sculpin ,
Hexanchiformes,Chlamydoselachidae,Chlamydoselachus anguineus,native ,Frilled shark ,
Anguilliformes,Chlopsidae,Chlopsis bicolor,native ,Bicolor eel ,
Aulopiformes,Chlorophthalmidae,Chlorophthalmus agassizi,native ,Shortnose greeneye ,
Aulopiformes,Chlorophthalmidae,Chlorophthalmus chalybeius,native ,,
Perciformes,Carangidae,Chloroscombrus chrysurus,native ,Atlantic bumper ,Casabe 
Perciformes,Carangidae,Chloroscombrus orqueta,native ,Pacific bumper ,Bumper 
Percopsiformes,Amblyopsidae,Chologaster cornuta,endemic ,Swampfish ,
Perciformes,Serranidae,Choranthias tenuis,native ,Threadnose bass ,
Beloniformes,Hemiramphidae,Chriodorus atherinoides,native ,Hardhead halfbeak ,
Perciformes,Pomacentridae,Chromis cyanea,native ,Blue chromis ,
Perciformes,Pomacentridae,Chromis enchrysura,native ,Yellowtail reeffish ,Caribbean chromis 
Perciformes,Pomacentridae,Chromis insolata,native ,Sunshinefish ,Olive chromis 
Perciformes,Pomacentridae,Chromis multilineata,native ,Brown chromis ,Yellow-edge chromis 
Perciformes,Pomacentridae,Chromis punctipinnis,native ,Blacksmith ,
Perciformes,Pomacentridae,Chromis scotti,native ,Purple reeffish ,Purple chromis 
Cypriniformes,Cyprinidae,Chrosomus cumberlandensis,native ,Blackside dace ,
Cypriniformes,Cyprinidae,Chrosomus eos,native ,Northern redbelly dace ,Northern redbelly minnow 
Cypriniformes,Cyprinidae,Chrosomus erythrogaster,native ,Southern redbelly dace ,
Cypriniformes,Cyprinidae,Chrosomus neogaeus,native ,Finescale dace ,Scaly minnow 
Cypriniformes,Cyprinidae,Chrosomus oreas,native ,Mountain redbelly dace ,
Cypriniformes,Cyprinidae,Chrosomus saylori,native ,Laurel dace ,
Cypriniformes,Cyprinidae,Chrosomus tennesseensis,native ,Tennessee dace ,
Perciformes,Cichlidae,Cichla monoculus,introduced ,,
Perciformes,Cichlidae,Cichla ocellaris,introduced ,Peacock cichlid ,
Perciformes,Cichlidae,Cichla temensis,introduced ,Speckled pavon ,Painted pavon 
Perciformes,Cichlidae,Cichlasoma bimaculatum,introduced ,Black acara ,Brown acara 
Perciformes,Cichlidae,Cichlasoma urophthalmum,introduced ,Mexican mojarra ,Orange tiger 
Squaliformes,Squalidae,Cirrhigaleus asper,native ,Roughskin spurdog ,Roughskin dogshark 
Pleuronectiformes,Paralichthyidae,Citharichthys arctifrons,native ,Gulf Stream flounder ,
Pleuronectiformes,Paralichthyidae,Citharichthys arenaceus,native ,Sand whiff ,
Pleuronectiformes,Paralichthyidae,Citharichthys cornutus,native ,Horned whiff ,
Pleuronectiformes,Paralichthyidae,Citharichthys dinoceros,native ,Spined whiff ,
Pleuronectiformes,Paralichthyidae,Citharichthys fragilis,native ,Gulf sanddab ,
Pleuronectiformes,Paralichthyidae,Citharichthys gymnorhinus,native ,Anglefin whiff ,
Pleuronectiformes,Paralichthyidae,Citharichthys macrops,native ,Spotted whiff ,
Pleuronectiformes,Paralichthyidae,Citharichthys mariajorisae,native ,Five-rayed sanddab ,
Pleuronectiformes,Paralichthyidae,Citharichthys sordidus,native ,Pacific sanddab ,Sanddab 
Pleuronectiformes,Paralichthyidae,Citharichthys spilopterus,native ,Bay whiff ,
Pleuronectiformes,Paralichthyidae,Citharichthys stigmaeus,native ,Speckled sanddab ,
Pleuronectiformes,Paralichthyidae,Citharichthys xanthostigma,native ,Longfin sanddab ,
Siluriformes,Clariidae,Clarias batrachus,introduced ,Philippine catfish ,
Perciformes,Labridae,Clepticus parrae,native ,Creole wrasse ,
Perciformes,Gobiidae,Clevelandia ios,native ,Arrow goby ,
Pleuronectiformes,Pleuronectidae,Clidoderma asperrimum,native ,Roughscale sole ,
