PageID,Level 1,Level 2,Common Name,Latin Name,Part,Preparation,Reference,Sample Size kCal,kCal (unit/100g),Sample Size H2O,H2O (g/100g),Sample Size Ash,Ash (g/100g),Sample Size CHO-T,CHO-T (g/100g),Sample Size Protein,Protein (g/100g),Sample Size Fat,Fat (g/100g),Sample Size PUFA,Total PUFA (g/100g),Sample Size Omega-3,Total Omega-3 (g/100g),Sample Size 18:3n3,Omega-3 18:3n3 (g/100g),Sample Size 20:3n3,Omega-3 20:3n3 (g/100g),Sample Size 20:5n3,Omega-3 20:5n3 (g/100g),Sample Size 22:3n3,Omega-3 22:3n3 (g/100g),Sample Size 22:6n3,Omega-3 22:6n3 (g/100g),Sample Size Omega-6,Total Omega-6 (g/100g),Sample Size 18:2n6,Omega-6 18:2n6 (g/100g),Sample Size 18:3n6,Omega-6 18:3n6 (g/100g),Sample Size 20:2n6,Omega-6 20:2n6 (g/100g),Sample Size 20:3n6,Omega-6 20:3n6 (g/100g),Sample Size 20:4n6,Omega-6 20:4n6 (g/100g),Sample Size 22:2n6,Omega-6 22:2n6 (g/100g),Sample Size 22:4n6,Omega-6 22:4n6 (g/100g),Sample Size MUFA,Total MUFA (g/100g),Sample Size 12:1,MUFA 12:1 (g/100g),Sample Size 14:1,MUFA 14:1 (g/100g),Sample Size 16:1,MUFA 16:1 (g/100g),Sample Size 18:1,MUFA 18:1 (g/100g),Sample Size 20:1,MUFA 20:1 (g/100g),Sample Size 22:1,MUFA 22:1 (g/100g),Sample Size 24:1,MUFA 24:1 (g/100g),Sample Size SFA,Total SFA (g/100g),Sample Size 8:0,SFA 8:0 (g/100g),Sample Size 10:0,SFA 10:0 (g/100g),Sample Size 12:0,SFA 12:0 (g/100g),Sample Size 14:0,SFA 14:0 (g/100g),Sample Size 16:0,SFA 16:0 (g/100g),Sample Size 18:0,SFA 18:0 (g/100g),Sample Size 20:0,SFA 20:0 (g/100g),Sample Size 22:0,SFA 22:0 (g/100g),Sample Size 24:0,SFA 24:0 (g/100g),Sample Size CHOL,CHOL (mg/100g),Sample Size A,A (units/100g),Sample Size D,D (units/100g),Sample Size E,Vitamin E (units/100g),Sample Size C,C (mg/100g),Sample Size THIA,THIA (mg/100g),Sample Size RIBO,RIBO (mg/100g),Sample Size NIAC,NIAC (mg/100g),Sample Size BIOT,BIOT (ug/100g),Sample Size B5/PA,B5/PA (mg/100g),Sample Size B6,B6 (mg/100g),Sample Size FOLA,FOLA (ug/100g),Sample Size B12,B12 (ug/100g),Sample Size Ca,Ca (mg/100g),Sample Size Fe,Fe (mg/100g),Sample Size Cu,Cu (mg/100g),Sample Size Zn,Zn (mg/100g),Sample Size P,P (mg/100g),Sample Size Mg,Mg (mg/100g),Sample Size Na,Na (mg/100g),Sample Size Mn,Mn (mg/100g),Sample Size K,K (mg/100g),Sample Size Se,Se (mg/100g)
6432,Fish,Saltwater Fish,Atlantic Cod,Gadus morhua,liver,raw,64,,,,34.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6432,Fish,Saltwater Fish,Atlantic Cod,Gadus morhua,liver,raw,47,,267,,60.9,,1.2,,0.6,,14.2,,23.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85000 IU,,11000 IU,,,,<4,,0.12,,0,,,,,,,,,,,,,,10,,,,,,,,310,,,,,,,,,,
6432,Fish,Saltwater Fish,Atlantic Cod,Gadus morhua,whole,raw,27,,72,2,79.4,2,3.7,,0,3,16.4,2,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6432,Fish,Saltwater Fish,Atlantic Cod,Gadus morhua,offal,raw,27,,81,3,77.6,3,4.1,,0,3,16.3,3,1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6432,Fish,Saltwater Fish,Atlantic Cod,Gadus morhua,roe,raw,82,,127,,71.2,,1.5,,1.5,,22.5,,3.3,,0.939,,,,0.021,,,,0.288,,,,"0,569",,,,"0,041",,,,,,,,,,,,,,0.482,,,,,,,,,,,,,,,,"0,465",,0,,0,,0,,"0,037",,"0,368",,"0,05",,0,,0,,0,,235,,0.0 RE,,12 ug,,10 mg AT,,24,,0.93,,0.65,,1.5,,13,,"3,2",,"0,2",,22,,16,,10,,1.5,,0.086,,2.2,,500,,9,,87,,,,264,,
6432,Fish,Saltwater Fish,Atlantic Cod,Gadus morhua,fillet,raw,79,,75,,,,,,,,16.4,,0.6,,0.2,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,,,,,,,,,,,,,,,"0,1",,,,,,,,,,,,,,,,,,,,42,,38 IU,,,,,,,,0.12,,0.15,,1.9,,,,"0,14",,"0,2",,,,"0,8",,16,,0.4,,,,0.6,,265,,,,67,,,,38,,
6432,Fish,Saltwater Fish,Atlantic Cod,Gadus morhua,fillet,raw,72,,,,,,,,,,,,0.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,01",,"0,06",,0.01,,,,,,,,,,,,,,,,"0,1",,"0,02",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6432,Fish,Saltwater Fish,Atlantic Cod,Gadus morhua,fillet,raw,82,,82,,79.3,,1.2,,0,,18.9,,0.6,,0.248,,,,0.009,,,,0.072,,,,"0,157",,,,"0,001",,,,,,,,,,,,,,0.043,,,,,,,,,,,,,,,,"0,105",,0,,0,,0,,"0,003",,"0,081",,"0,021",,0,,0,,0,,43,,0.0 RE,,1.0 ug,,0.45 mg AT,,0,,0.05,,0.04,,2,,1.1,,"0,14",,"0,22",,,,1,,15,,0.2,,0.019,,0.38,,200,,25,,76,,0.02,,338,,0.028
6432,Fish,Saltwater Fish,Atlantic Cod,Gadus morhua,skin,raw,64,,,,64.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6432,Fish,Saltwater Fish,Pacific Cod,Gadus macrocephalus,meat,raw,23,,,,,,,,,,,,0.6,,0.2,,,,trace,,,,0.1,,,,"0,1",,,,,,,,,,,,,,,,,,0.1,,,,,,,,,,,,,,,,"0,1",,,,,,,,,,,,,,,,,,,,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6432,Fish,Saltwater Fish,Pacific Cod,Gadus macrocephalus,meat,raw,63,,82,237,81.3 (SE 0.058),226,1.20 (SE 0.007),,0,226,17.9 (SE 0.260),18,0.63 (SE 0.031),,0.244,,,,,,,1,0.08,,,1,"0,135",,,,,,,,,,,,,,,,,,0.082,,,,,1,"0,031",1,"0,051",,0,,0,,,,"0,081",,0,,0,,0,1,"0,003",1,"0,066",1,"0,012",,,,,,,1,37,1,28 IU,,,,0.230 mg ATE,,2.9,3,0.02 (SE 0.00),3,0.04 (SE 0.00),3,2.0 (SE 0.25),,,2,"0,14",,"0,4",,7,,"0,9",1,7,3,0.26 (SE 0.024),61,0.026 (SE 0.002),60,0.40 (SE 0.015),1,174,1,24,126,71 (SE 1.11),1,0.012,126,403 (SE 2.10),,0.0365
6432,Fish,Saltwater Fish,Pacific Cod,Gadus macrocephalus,meat,raw,88,,,,,,,,0,,,,,,,,,,,,,1,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,0,,0,,0,,,,,,,,,,,,,,,,27 IU,,,,0.64 mg AT,,,,,,,,,,,2,"0,14",,"0,4",,,,"0,9",,,,,,,,,,,,,,,,,,,,
6432,Fish,Saltwater Fish,Pacific Cod,Gadus macrocephalus,meat,raw,69,,,,,6,1.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,76,,,6,372,,
6432,Fish,Saltwater Fish,Pacific Cod,Gadus macrocephalus,muscle,raw,27,,70,5,82.1,4,1,,0,6,16.7,7,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,2,35.00 IU,,,,,3,2.9,10,0.09,12,0.13,17,2.5,,,,,,,,"1,7",6,"2,3",,,,,,,,,,,,,,,,,,,,
6432,Fish,Saltwater Fish,Pacific Cod,Gadus macrocephalus,offal,raw,27,,83,,78.6,,3.5,,0,,16.5,,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6432,Fish,Saltwater Fish,Pacific Cod,Gadus macrocephalus,roe,raw,27,,104,,73.9,,1.4,,1.3,,21.4,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6432,Fish,Saltwater Fish,Pacific Cod,Gadus macrocephalus,fillet,raw,79,,80,,,,,,,,17.3,,0.7,,0.4,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,,,,,,,,,,,,,,,"0,1",,,,,,,,,,,,,,,,,,,,37,,28 IU,,,,,,,,0.02,,0.04,,2,,,,"0,15",,"0,22",,,,"0,4",,10,,0.2,,,,0.3,,184,,,,69,,,,380,,
6432,Fish,Saltwater Fish,Pacific Cod,Gadus macrocephalus,fillet,raw,72,,,,,,,,,,,,0.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,02",,"0,06",,0.01,,0.01,,,,,,,,,,,,,,"0,07",,"0,02",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6432,Fish,Saltwater Fish,Atlantic Tomcod,Microgadus tomcod,meat,raw,11,,,,74.9,,2.95,,0,,19.9,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120 IU,,,,,,3.5,,0.18,,0.38,,,,,,,,,,,,,,372,,,,,,,,,,,,,,,,,,
6432,Fish,Saltwater Fish,Atlantic Tomcod,Microgadus tomcod,meat,raw,33,,,,74.9,,2.95,,0,,19.9,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120 IU,,,,,,3.5,,0.18,,0.38,,,,,,,,,,,,,,372,,,,,,,,,,,,,,,,,,
6432,Fish,Saltwater Fish,Atlantic Tomcod,Microgadus tomcod,meat,raw,7,,70,,79.2,,,,0,,14.7,,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.14,,0.13,,2.2,,,,,,,,,,,,,,0.65,,,,,,,,,,,,,,,,
6432,Fish,Saltwater Fish,Atlantic Tomcod,Microgadus tomcod,meat,raw,61,,,,,,,,0,,20.2,,3.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120 IU,,,,,,5,,0.27,,0.62,,,,,,,,,,,,,,494,,,,,,,,,,,,,,,,,,
6432,Fish,Saltwater Fish,Atlantic Tomcod,Microgadus tomcod,liver,raw,7,,448,,44.2,,,,1.9,,8,,45.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11000 IU,,,,,,,,0.09,,0.48,,6.2,,,,,,,,,,,,6,,3.8,,,,,,203,,,,,,,,,,
6432,Fish,Saltwater Fish,Atlantic Tomcod,Microgadus tomcod,muscle,raw,27,,72,3,81.5,3,0.8,,0.3,3,17,3,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6432,Fish,Saltwater Fish,Atlantic Tomcod,Microgadus tomcod,muscle,raw,64,,,,81.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6432,Fish,Saltwater Fish,Atlantic Tomcod,Microgadus tomcod,skin,raw,64,,,,78.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6432,Fish,Saltwater Fish,Arctic Cod,Boreogadus saida,muscle,raw,2,,,,,,,,,8,24.8 (SD 2.8),8,1.0 (SD 0.1),,,,,,,,,8,0.165 (SD 0.0267),,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,2.5 IU (SD 2.9),8,198 IU,,,,,,,,,,,,,,,,,,,,,8,20.2 (SD 12.8),8,0.6 (SD 0.2),,,8,0.5 (SD 0.03),8,194.0 (SD 14.3),8,18.1 (SD 2.3),,,,,,,8,0.07 (SD 0.04)
6432,Fish,Saltwater Fish,Saffron Cod,Eleginus gracilis,meat,raw,34,,,,79.2,,,,,,14.7,,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.14,,0.13,,2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6432,Fish,Saltwater Fish,Saffron Cod,Eleginus gracilis,liver,raw,34,,,,44.2,,0.7,,1.9,,8,,45.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11000 IU,,,,,,,,0.09,,0.48,,6.2,,,,,,,,,,,,6,,3.8,,,,,,203,,,,,,,,,,
6432,Fish,Saltwater Fish,Pollocks,Theragra chalcogramma and Pollachius virens,meat,raw,62,,92,,78.2,,,,0,,19.4,,1,,0.48,,,,,,,,,,,,"0,01",,,,,,,,,,,,,,,,,,0.11,,,,,,,,,,,,,,,,"0,14",,,,,,,,,,,,,,,,,,,,71,,11 RE,,,,,,,,0.05,,0.18,,6.9 NE,,,,"0,36",,"0,29",,3,,"3,2",,60,,0.46,,0.05,,0.47,,221,,67,,86,,0.015,,356,,
6432,Fish,Saltwater Fish,Pollocks,Theragra chalcogramma and Pollachius virens,meat,raw,69,,,,,1,1.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,48,,,1,350,,
6432,Fish,Saltwater Fish,Pollocks,Theragra chalcogramma and Pollachius virens,meat,raw,55,,,,,,,,,,,,1.1,,0.28,,0.26,,,,,,0.08,,,,"0,18",,,,,,,,trace,,,,"0,01",,,,,,0.16,,,,,,"0,02",,"0,09",,0.03,,0.02,,,,"0,15",,,,,,,,"0,01",,"0,11",,"0,03",,,,,,,,"50,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6432,Fish,Saltwater Fish,Pollocks,Theragra chalcogramma and Pollachius virens,meat,raw,23,,,,,,,,,,,,1,,0.5,,,,,,,,0.1,,,,"0,4",,,,,,,,,,,,,,,,,,0.1,,,,,,,,,,,,,,,,"0,1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6432,Fish,Saltwater Fish,Pollocks,Theragra chalcogramma and Pollachius virens,muscle,raw,27,,91,6,78.7,5,1.5,,0,5,19.7,5,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.0 IU,,,,,,,3,0.1,3,0.13,3,3,,,,,,,,,2,1,3,63,2,0.615,,,,,3,224,,33,,,,,,,,
6432,Fish,Saltwater Fish,Pollocks,Theragra chalcogramma and Pollachius virens,muscle,raw,64,,,,80.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6432,Fish,Saltwater Fish,Pollocks,Theragra chalcogramma and Pollachius virens,roe,raw,27,,109,2,68.9,,8,,0,,24.9,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6432,Fish,Saltwater Fish,Pollocks,Theragra chalcogramma and Pollachius virens,roe,raw,64,,,,73.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6432,Fish,Saltwater Fish,Pollocks,Theragra chalcogramma and Pollachius virens,skin,raw,64,,,,73.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6432,Fish,Saltwater Fish,Pollocks,Theragra chalcogramma and Pollachius virens,liver,raw,64,,,,34.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6432,Fish,Saltwater Fish,Pollocks,Theragra chalcogramma and Pollachius virens,fillet,raw,72,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,01",,"0,06",,0.02,,0.01,,,,,,,,,,,,,,"0,08",,"0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6432,Fish,Saltwater Fish,Pollocks,Theragra chalcogramma and Pollachius virens,fillet,raw,82,,81,,79.2,,1.2,,0,,19.3,,0.3,,0.009,,,,0.009,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,"0,12",,,,,,0,,"0,004",,"0,094",,"0,021",,,,,,,,71,,3.0 RE,,0.80 ug,,0.36 mg AT,,0,,0.05,,0.05,,2,,,,,,"0,18",,10,,"1,3",,8,,0.2,,0.03,,0.3,,170,,14,,40,,0.01,,440,,0.02
6432,Fish,Saltwater Fish,Pollocks,Theragra chalcogramma and Pollachius virens,fillet,raw,81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,3",,"0,12",,,,1,,,,,,,,,,,,,,,,,,,,
6432,Fish,Saltwater Fish,Pollock,Pollachius virens,not specified,raw,88,,92,62,78.2 (SE 0.171),56,1.41 (SE 0.029),,0,61,19.4 (SE 0.214),14,0.98 (SE 0.027),,0.483,,,,,,,,0.071,,,,"0,35",,,,,,,,,,,,,,,,,,0.112,,,,,1,"0,012",1,"0,067",1,0.022,1,0.01,,,,"0,135",,0,,0,,0,1,"0,005",1,"0,084",1,"0,043",,,,,,,1,71,,46 IU,,42 IU,,0.23 mg AT,,0,2,0.05,10,0.18 (SE 0.02),10,3.3 (SE 0.23),,,10,,2,"0,29",,3,11,,17,60 (SE 12.0),,0.46,75,0.050 (SE 0.003),84,0.47 (SE 0.016),22,221 (SE 8.56),1,67,28,86 (SE 5.14),,0.015,30,356 (SE 9.51),,0.036
6432,Fish,Saltwater Fish,Alaska Pollock,Theragra chalcogramma,meat,raw,63,,81,7,81.6 (SE 0.431),6,1.21 (SE 0.104),,0,6,17.2 (SE 0.461),11,0.80 (SE 0.030),,0.412,,,,,,,11,0.15,,,11,"0,222",,,,,,,,,,,,,,,,,,0.125,,,,,11,"0,011",11,"0,092",11,0.018,11,0.004,,,,"0,164",,0,,0,,0,11,"0,008",11,"0,123",11,"0,028",,,,,,,11,,2,66 IU,,,,0.200 mg ATE,,0,11,0.06 (SE 0.00),11,0.06 (SE 0.00),11,1.3 (SE 0.07),,,2,"0,14",4,,2,3,11,,3,5 (SE 0.346),11,0.23 (SE 0.030),49,0.043 (SE 0.005),48,0.44 (SE 0.018),,376,,57,11,99 (SE 6.10),,0.015,11,326 (SE 21.2),11,0.0219 (SE 0.002)
6432,Fish,Saltwater Fish,Alaska Pollock,Theragra chalcogramma,whole,raw,66,,,40,82.5 (SE 0.38),40,2.58 (SE 0.23),,,40,14.0 (SE 0.37),40,1.58 (SE 0.03),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6432,Fish,Saltwater Fish,Hakes,Merluccius spp.,meat,raw,55,,,,,,,,,,,,0.69,,0.29,,0.3,,,,trace,,0.05,,,,"0,22",,,,,,,,trace,,trace,,"0,01",,,,,,0.13,,,,,,"0,01",,"0,08",,0.03,,0.01,,,,"0,11",,,,,,,,"0,01",,"0,08",,"0,02",,,,,,,,"22,9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6432,Fish,Saltwater Fish,Hakes,Merluccius spp.,meat,raw,82,,70,,81.8,,1.3,,0,,16.4,,0.4,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0.1,,0.2,,,,,,,,,,,,,,41,,1,,,,,,142,,,,74,,,,365,,0.028
6432,Fish,Saltwater Fish,Hakes,Merluccius spp.,muscle,raw,27,,83,12,79.3,11,1.5,,1,11,17,11,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0.06,3,0.11,3,1.7,,,,,,,,,,"1,6",3,93,2,1.85,,0.16,,,2,556,,56,,74,,0.03,,396,,
6432,Fish,Saltwater Fish,Hakes,Merluccius spp.,whole,raw,27,,136,,69.8,,3,,0,,21.8,,5.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04,,0.12,,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6432,Fish,Saltwater Fish,Hakes,Merluccius spp.,roe,raw,27,,110,,70,,5.2,,0,,23.4,,1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6432,Fish,Saltwater Fish,Pacific Hake,Merluccius productus,meat,raw,23,,,,,,,,,,,,1.6,,0.6,,,,trace,,,,0.2,,,,"0,2",,,,,,,,,,,,,,,,,,0.3,,,,,,,,,,,,,,,,"0,3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6432,Fish,Saltwater Fish,Pacific Hake,Merluccius productus,muscle,raw,27,,82,6,81.2,6,1.2,,0,7,16.6,6,1.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,,,,,,,,182,,,,,,,,,,
6432,Fish,Saltwater Fish,Pacific Hake,Merluccius productus,whole,raw,27,,90,18,79.4,18,3.1,,0,18,14.5,18,3.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,126,,,2,334,,
6432,Fish,Saltwater Fish,Pacific Hake,Merluccius productus,fillet,raw,72,,,,,,,,,,,,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,09",,"0,15",,0.02,,,,,,,,,,,,,,"0,05",,"0,17",,"0,03",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6432,Fish,Saltwater Fish,Silver Hake,Merluccius bilinearis,meat,raw,69,,,,,9,1.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,71,,,9,283,,
6432,Fish,Saltwater Fish,Silver Hake,Merluccius bilinearis,fillet,raw,79,,87,,,,,,,,15.8,,2.2,,0.7,,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6,,,,,,,,,,,,,,,,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,,,,,,0.4,,201,,,,83,,,,308,,
6432,Fish,Saltwater Fish,Haddock,Melanogrammus aeglefinus,muscle,raw,88,,112,,74.2,,1.55,,0,,24.2,,0.93,,0.309,,,,,,,,0.076,,,,"0,162",,,,,,,,,,,,,,,,,,0.151,,,,,,"0,022",,"0,086",,0.013,,0.029,,,,"0,167",,,,,,,,"0,01",,"0,113",,"0,042",,,,,,,,74,,63 IU,,,,,,0,,0.04,,0.04,,4.6,,,,"0,15",,"0,35",,13,,"1,4",,42,,1.35,,0.033,,0.48,,241,,50,,87,,0.03,,399,1,0.04
6432,Fish,Saltwater Fish,Haddock,Melanogrammus aeglefinus,muscle,raw,27,,77,60,80.6,33,1.3,,0,51,18.2,39,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,58,4,36.5 IU,,,,,,,11,0.07,12,0.14,10,3,,,,,,,,"0,81",6,"1,2",8,27,15,0.679,15,0.162,4,0.788,8,203,2,24,10,98,2,0.018,9,357,,
6432,Fish,Saltwater Fish,Haddock,Melanogrammus aeglefinus,muscle,raw,64,,,,80.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
